Head	LHand	RHand
6.535	36.894	43.215
8.272	38.703	41.550
7.691	41.159	32.435
6.589	42.480	29.402
7.693	39.962	29.476
7.376	35.268	28.104
7.126	32.294	26.917
8.320	32.840	30.798
8.260	28.835	32.527
7.728	23.680	29.719
7.896	21.405	26.583
7.653	20.450	21.429
7.771	21.213	17.259
7.993	20.261	15.625
8.775	19.499	16.417
9.234	17.278	19.806
7.796	13.506	18.968
8.399	12.870	14.914
8.452	14.266	13.623
8.551	16.041	12.500
10.575	18.087	10.237
13.359	21.405	8.541
12.324	24.464	6.978
10.500	25.956	5.196
9.235	26.087	4.655
8.332	25.093	5.088
9.550	25.439	5.391
8.820	25.752	9.303
5.905	26.633	13.649
6.419	27.924	14.594
7.053	33.431	16.839
6.671	39.665	20.220
5.699	44.489	25.355
4.946	50.442	29.109
5.267	56.920	28.603
4.793	61.076	34.076
4.371	66.492	43.979
4.721	77.721	40.273
4.670	86.140	42.883
4.933	93.691	58.653
6.101	100.479	69.094
6.555	112.202	82.574
7.661	117.421	88.472
7.535	124.282	98.224
8.770	134.182	110.137
10.405	125.812	111.649
9.883	134.823	122.941
10.541	155.269	125.354
10.275	167.902	126.957
11.813	176.433	136.727
15.282	178.604	141.354
13.463	185.685	148.639
10.427	190.092	159.170
12.333	193.715	169.573
13.958	159.680	186.009
13.567	170.047	194.641
13.233	212.378	203.799
13.248	206.339	213.311
13.817	212.635	204.255
14.149	216.935	192.166
14.700	220.674	191.638
15.869	218.023	198.032
15.793	215.960	203.780
13.517	226.350	206.508
12.081	227.333	207.342
11.907	229.788	216.703
11.507	227.271	228.055
12.592	220.576	229.138
13.407	222.685	233.093
12.840	228.398	244.608
13.005	196.616	248.990
13.061	200.926	265.751
12.381	233.177	269.856
12.361	230.792	255.651
12.196	232.407	256.579
11.081	221.833	263.447
9.934	212.418	252.729
9.367	203.155	247.168
9.196	193.353	246.715
8.620	181.126	242.726
7.152	165.823	239.741
6.308	142.212	215.557
6.014	109.968	177.880
5.861	75.502	142.072
6.837	34.221	99.254
7.037	9.431	67.306
6.548	32.225	71.626
7.460	44.130	70.864
7.795	46.699	68.146
8.672	42.552	71.084
9.453	34.676	72.055
10.352	26.584	75.712
9.663	19.894	85.260
9.475	17.269	92.257
12.292	30.391	102.329
11.646	44.520	117.524
12.589	48.450	126.973
13.260	47.550	118.194
11.689	53.401	96.021
11.907	58.174	74.719
11.164	52.160	57.561
10.649	51.646	39.809
11.534	43.149	24.327
10.900	32.725	20.773
8.961	31.833	18.971
10.068	21.699	17.555
10.270	12.988	17.853
8.816	12.421	14.900
8.659	11.960	9.021
9.447	11.525	5.723
8.578	9.814	5.133
9.408	8.399	7.421
12.417	6.932	10.192
15.007	5.101	10.052
17.746	5.230	10.360
21.711	6.118	9.614
24.022	9.494	9.650
24.407	14.432	9.416
26.029	18.659	7.558
29.231	21.539	12.333
30.181	24.494	17.739
28.726	35.343	21.528
27.082	52.853	29.296
26.285	66.705	43.187
25.784	75.791	63.640
25.388	88.886	84.478
23.757	100.165	100.541
21.856	112.808	121.123
19.287	129.653	145.030
16.761	142.731	165.577
15.209	153.758	184.628
12.430	168.714	206.995
9.904	188.782	230.068
8.446	209.718	242.101
7.623	233.901	267.981
7.864	255.551	290.623
7.734	272.890	301.218
8.285	295.057	322.536
9.653	309.449	329.460
10.743	313.965	346.453
12.736	316.016	367.306
17.294	319.343	411.493
21.543	325.023	415.163
27.162	325.040	364.365
32.756	316.496	370.555
36.446	307.651	384.880
41.369	263.502	382.142
46.371	248.043	371.317
49.657	264.329	353.294
53.423	249.822	331.675
60.919	235.377	312.336
60.318	217.338	304.050
55.379	194.822	282.804
52.789	183.020	253.481
50.941	168.069	231.307
52.098	143.400	202.970
54.121	127.412	176.097
52.132	104.211	162.410
44.930	67.454	136.095
40.316	54.071	116.267
41.086	49.315	101.777
45.973	31.556	77.146
53.624	16.910	65.663
55.422	7.253	54.786
53.950	9.168	39.742
49.643	19.070	27.268
65.094	30.349	27.207
74.413	42.875	33.102
60.475	56.686	40.783
68.607	60.464	52.900
79.674	72.957	63.101
77.303	96.114	66.537
77.182	110.497	77.730
81.801	126.720	93.853
78.993	139.699	80.636
74.616	148.230	100.195
74.303	164.075	129.509
66.460	175.447	123.617
52.356	179.967	136.203
47.660	195.916	146.559
44.766	204.002	152.396
38.678	204.595	162.430
30.661	216.381	178.468
18.232	224.614	191.611
10.361	232.763	195.839
7.913	211.326	198.615
6.554	205.076	205.200
7.418	235.029	213.536
9.706	235.418	228.049
12.042	233.004	244.261
12.991	238.261	255.378
16.176	249.790	264.872
21.749	253.770	273.131
30.096	261.745	284.430
37.356	275.141	296.815
45.531	283.096	297.789
55.729	286.761	321.445
71.181	290.309	362.977
99.034	299.103	359.982
90.405	306.027	342.773
97.859	310.487	359.025
127.270	310.100	342.647
117.092	303.153	297.535
117.213	282.723	282.881
126.431	268.827	268.340
127.207	267.851	262.718
125.106	259.630	258.244
118.478	218.509	260.730
119.670	165.178	264.662
118.131	109.736	263.457
104.150	81.913	266.386
106.162	132.798	261.789
98.407	179.335	216.247
83.220	178.893	158.401
84.930	151.065	110.616
86.526	115.413	72.765
77.614	79.275	44.710
70.334	56.528	38.849
65.847	54.304	42.226
59.956	56.798	46.349
59.963	51.784	42.486
55.324	65.660	50.188
51.587	53.396	59.940
48.854	19.652	49.189
47.177	13.759	46.366
50.019	15.328	38.930
46.610	20.420	32.263
40.730	21.362	25.810
34.763	25.366	22.957
29.946	30.901	22.356
25.858	32.789	11.722
21.636	38.304	11.413
19.207	44.291	39.118
16.193	50.182	39.975
12.577	54.957	22.577
11.785	57.389	23.072
11.730	52.391	24.178
12.601	43.880	23.487
12.984	66.278	16.872
17.860	66.122	15.412
26.456	37.450	18.915
34.205	30.711	20.591
41.220	21.234	22.628
47.565	9.543	22.341
50.040	6.597	21.949
49.747	15.215	21.930
56.945	22.711	22.987
67.846	28.854	26.598
75.796	30.642	29.175
78.102	29.240	29.299
83.665	28.109	27.573
94.962	28.136	26.190
96.427	26.717	27.603
98.937	26.921	30.712
106.573	28.978	34.319
122.201	32.411	36.931
131.524	34.609	40.173
143.456	36.639	41.601
158.664	39.049	43.282
169.143	35.629	45.624
183.288	30.828	45.244
199.627	29.276	44.130
217.577	27.897	43.741
234.535	27.050	44.193
267.029	24.802	44.670
275.147	23.217	40.811
277.707	23.400	36.041
289.591	23.447	34.067
293.751	24.045	29.328
308.467	22.867	27.746
321.755	20.578	28.554
330.210	17.778	26.898
338.106	14.737	25.924
348.333	14.880	25.199
351.169	14.596	30.107
347.338	13.056	36.560
345.536	17.168	40.447
345.257	21.664	40.826
346.365	27.889	42.349
354.144	34.953	46.210
350.124	40.304	51.294
339.118	46.147	56.074
335.031	51.431	57.059
329.775	55.233	63.902
324.744	54.558	68.523
322.324	50.740	67.865
322.646	49.951	64.042
316.921	53.488	61.993
309.591	56.995	69.726
308.082	65.979	76.121
305.761	70.296	75.324
305.312	65.582	74.590
306.070	71.219	69.712
298.042	79.659	70.603
298.095	84.329	75.179
300.780	87.143	70.158
297.447	84.963	66.199
296.883	80.236	61.949
291.305	72.808	56.006
287.040	71.221	57.225
287.195	71.847	57.115
285.970	67.267	51.805
284.534	68.642	47.390
281.398	79.642	44.285
279.098	93.013	43.780
286.152	94.331	50.180
283.017	95.671	55.473
277.817	99.808	59.352
273.542	98.088	63.532
269.250	98.219	64.722
269.787	98.996	63.648
268.850	104.284	68.059
267.195	108.339	73.902
264.544	114.448	73.072
261.151	120.184	70.189
265.183	116.968	67.749
267.479	121.180	74.124
255.456	123.333	79.990
251.469	113.880	78.974
250.865	112.749	82.568
244.958	112.844	87.044
240.680	108.931	90.461
237.136	109.568	96.331
232.184	113.100	98.187
224.631	109.747	92.576
222.156	108.660	90.110
214.323	112.338	88.973
201.818	110.327	82.402
200.610	99.770	83.070
194.431	90.084	82.827
184.928	94.619	74.840
196.773	92.325	65.845
189.657	75.925	61.927
165.123	69.175	61.728
159.150	71.349	59.239
152.057	68.316	54.466
147.848	61.172	45.885
144.888	52.827	38.086
134.613	46.328	32.746
125.553	44.536	26.740
120.855	48.307	21.275
116.205	47.856	17.571
111.297	42.012	14.026
99.177	37.316	10.310
91.886	35.615	9.233
87.662	32.791	9.317
77.743	29.079	9.094
72.898	24.336	9.920
72.227	21.412	11.682
66.243	22.058	12.518
54.810	23.423	12.061
49.240	22.822	11.002
49.035	20.279	11.895
44.711	17.442	11.636
35.149	14.954	11.240
29.565	12.593	10.910
29.778	10.859	11.263
29.427	12.215	12.279
28.724	11.667	12.001
25.112	11.870	12.497
23.635	13.195	12.108
26.895	15.338	10.993
24.565	18.322	10.349
17.657	18.128	9.279
16.371	16.035	9.279
14.631	13.698	8.198
12.531	9.731	6.413
12.555	6.230	3.619
11.249	6.472	2.297
9.101	8.686	7.248
9.929	11.403	13.213
10.486	14.447	16.990
9.312	20.595	22.242
8.351	26.685	24.751
9.677	29.868	25.402
9.717	34.832	27.657
10.306	40.655	25.479
11.598	41.196	24.067
12.473	39.729	29.385
13.727	38.642	33.995
13.323	37.690	35.058
15.145	36.617	32.998
17.111	32.666	27.465
16.376	30.523	27.161
17.127	39.949	25.800
18.673	43.480	17.306
19.580	37.578	5.100
21.087	33.297	2.769
22.257	29.943	6.792
22.699	27.349	12.358
26.174	23.875	10.345
27.328	20.463	12.520
25.256	15.626	11.962
24.070	9.944	22.133
23.326	5.596	9.756
25.417	5.349	9.017
28.230	6.632	9.411
26.666	8.893	11.997
24.264	13.283	16.155
26.042	18.036	12.925
26.009	18.511	9.352
24.412	18.174	9.984
21.454	17.225	7.680
20.309	12.321	6.009
21.619	7.754	7.934
23.708	4.768	9.984
24.872	6.479	12.766
25.308	10.901	14.252
25.614	16.833	15.988
24.673	23.217	17.952
22.621	24.468	17.006
21.288	22.535	14.294
21.407	21.605	10.101
20.145	22.888	6.054
19.232	23.827	6.093
21.198	24.829	8.764
20.242	26.635	9.436
17.766	28.936	10.983
18.851	31.157	12.350
18.125	31.919	13.550
17.209	32.564	13.649
17.226	30.694	13.754
18.659	30.119	13.720
20.881	32.207	12.891
21.060	31.219	14.521
33.584	28.356	17.218
34.520	28.042	18.581
21.495	27.537	19.309
20.113	28.273	18.886
19.754	28.207	16.731
21.375	26.535	15.303
21.102	24.545	11.819
19.623	21.887	7.018
19.945	21.102	5.534
20.377	17.812	4.470
19.208	15.823	3.675
17.979	13.641	3.526
19.789	13.651	4.414
21.156	13.484	5.137
19.808	10.289	5.129
19.517	9.710	6.210
19.509	9.718	7.587
17.851	8.676	8.493
18.161	7.124	7.494
16.559	4.871	6.065
14.391	5.339	6.913
15.717	4.782	5.730
15.242	3.726	3.505
14.864	4.566	2.964
16.044	4.805	4.268
15.119	7.120	4.690
15.909	9.588	6.520
17.533	11.502	6.265
17.029	12.536	7.166
16.413	9.951	6.833
16.787	9.552	6.341
15.973	8.225	7.265
14.093	6.479	7.148
13.381	7.195	5.861
11.474	7.082	5.028
11.298	7.597	4.676
10.570	7.795	3.803
9.081	7.181	5.164
9.044	7.162	4.586
7.176	6.928	1.827
7.138	8.182	1.455
7.415	7.955	2.007
5.983	6.098	1.766
6.795	4.975	1.430
7.052	3.946	2.683
6.620	3.821	2.410
5.742	4.925	3.641
5.541	6.873	4.210
6.443	7.619	5.348
5.503	7.405	5.260
3.892	6.843	6.950
3.904	6.363	6.257
4.138	7.043	5.001
3.377	6.397	6.975
3.151	5.466	6.649
1.747	4.628	5.097
1.468	4.155	4.161
1.458	6.108	4.389
1.603	6.438	5.334
4.778	4.675	5.655
7.281	5.533	6.843
6.934	6.818	7.779
8.091	6.443	7.217
10.326	3.924	7.892
10.836	3.759	8.574
12.737	5.847	8.413
16.208	6.903	7.810
18.114	7.312	8.330
18.410	8.306	10.317
20.260	9.802	11.530
21.160	10.653	13.778
21.863	11.006	16.322
23.875	12.153	18.510
25.021	13.647	19.595
27.737	15.735	18.637
30.014	17.176	18.093
31.642	19.714	17.243
30.576	23.408	17.054
29.960	27.415	18.834
33.068	29.812	20.438
31.634	29.946	23.777
29.704	28.622	27.132
31.194	25.162	29.691
36.547	24.529	32.007
41.576	26.142	34.540
41.526	28.336	38.026
38.958	29.451	37.669
37.028	28.875	34.592
38.057	27.832	32.189
39.484	26.363	32.209
40.407	25.652	36.218
42.376	25.251	37.059
42.570	24.584	33.912
43.409	25.449	31.626
43.254	28.139	29.083
42.608	30.141	27.263
43.565	31.544	25.158
43.528	33.963	24.959
44.013	34.468	25.493
42.941	32.899	27.127
42.510	32.658	31.239
44.279	32.176	34.844
45.290	33.250	36.403
47.625	35.824	36.133
51.269	38.757	36.843
49.687	44.381	38.389
47.862	46.678	40.633
48.623	43.389	42.550
48.000	41.703	45.497
49.567	42.828	49.152
52.034	46.866	47.861
54.492	48.423	44.558
53.796	46.875	42.706
49.106	48.234	44.131
48.831	48.654	47.116
49.303	45.965	47.493
49.397	47.393	48.306
49.121	53.162	46.308
44.843	56.687	43.273
42.280	56.389	44.741
43.152	54.890	47.701
44.574	57.196	48.428
45.467	57.528	46.853
44.741	57.080	44.333
43.252	55.758	42.357
42.966	56.302	43.314
42.824	62.078	44.885
44.510	65.046	43.270
46.855	66.332	42.826
46.852	71.443	43.386
45.766	82.299	52.727
45.177	91.588	51.760
44.727	92.667	46.564
44.971	93.757	54.613
48.776	95.372	60.456
52.678	90.401	69.275
53.946	93.107	72.453
54.045	99.339	72.779
51.443	94.677	76.842
49.504	89.967	79.207
51.325	87.694	79.861
51.636	89.764	77.585
51.913	93.571	78.859
51.462	93.646	84.988
52.529	92.201	83.425
55.283	96.622	81.718
56.600	98.474	83.202
53.627	99.163	81.677
51.366	109.748	74.874
54.488	113.444	66.576
57.932	114.564	67.855
54.530	121.976	74.085
47.909	127.143	76.828
47.360	131.979	82.552
50.885	137.191	92.839
55.854	137.095	100.770
56.024	133.678	96.137
53.276	132.296	96.411
50.688	121.369	112.633
50.522	116.887	111.299
52.787	126.426	108.011
51.279	131.961	115.597
51.072	145.093	114.263
53.726	161.941	107.675
55.079	172.273	103.247
52.438	176.235	108.849
49.098	182.692	115.397
52.298	182.201	116.069
54.980	181.467	115.445
53.316	187.654	120.307
51.316	186.495	127.652
51.221	190.083	127.756
49.693	190.374	123.320
49.450	189.938	128.932
52.077	186.280	133.140
51.400	188.446	129.947
52.469	191.881	136.204
55.012	194.217	140.139
56.551	204.303	143.195
55.949	212.757	147.718
55.495	224.009	149.459
57.761	231.907	157.687
57.983	237.722	163.388
59.040	244.357	153.293
62.588	249.095	153.182
63.588	250.480	159.475
64.321	258.984	151.443
64.397	267.802	153.651
64.649	269.731	170.084
69.783	268.353	174.532
70.993	270.933	176.679
71.552	277.385	183.159
73.981	279.525	186.603
72.164	279.613	186.061
71.671	280.982	193.770
74.394	280.199	200.552
79.975	276.447	202.061
77.424	266.700	223.388
75.106	261.470	224.061
78.183	264.155	211.629
78.337	257.562	223.113
76.746	248.574	222.236
78.559	248.280	217.894
82.019	247.507	227.514
79.324	239.098	227.827
78.566	230.801	229.992
82.674	228.553	238.818
88.493	224.152	244.348
88.334	215.361	246.690
93.481	209.390	247.965
102.295	200.261	257.965
107.432	196.571	266.869
115.875	191.533	272.571
123.991	189.345	285.263
130.962	184.087	293.819
138.213	175.041	304.676
142.708	159.363	321.710
152.723	153.252	335.328
156.934	153.253	350.714
156.631	147.052	366.873
163.312	157.115	374.088
165.963	173.546	374.257
168.805	170.808	365.709
179.072	161.940	351.988
177.347	158.559	343.707
168.808	143.547	348.542
163.618	138.342	358.086
158.413	140.468	369.820
155.319	141.207	390.505
144.198	148.318	408.412
137.847	149.502	427.928
135.188	157.203	440.467
134.546	165.818	438.802
126.350	166.841	433.522
118.200	177.640	432.320
122.648	195.506	424.255
121.761	193.641	407.305
125.776	177.710	386.713
130.006	182.200	289.524
132.531	190.923	127.373
136.262	194.755	73.019
142.499	215.864	63.606
148.047	230.796	69.885
148.686	219.931	66.754
148.661	220.291	66.692
149.255	218.287	68.875
152.699	207.220	66.303
151.712	202.153	58.657
149.553	193.052	63.393
144.116	171.853	73.551
144.177	156.232	74.956
140.297	125.032	63.841
135.200	78.022	44.264
132.848	59.223	25.257
127.165	45.074	6.009
123.814	21.550	14.279
123.237	14.496	17.026
123.899	32.484	15.269
119.680	42.162	14.402
119.075	45.732	18.995
120.575	49.331	25.446
116.499	54.205	31.001
116.698	63.572	35.054
115.485	65.288	26.386
113.104	60.327	19.904
109.281	56.259	12.691
109.406	49.336	18.825
116.401	45.241	9.710
117.161	43.957	9.791
117.383	43.332	10.764
119.895	41.627	13.395
120.693	37.565	15.955
120.046	47.430	17.304
120.850	38.845	16.439
121.351	14.011	12.140
123.598	9.336	8.289
125.518	20.839	6.144
121.077	29.041	6.737
125.768	19.676	13.164
131.564	23.151	21.904
127.070	25.182	26.131
127.099	23.651	26.169
132.875	23.014	27.561
135.829	23.501	29.252
139.406	22.617	34.329
145.969	20.181	38.225
144.319	18.801	36.529
148.162	17.404	34.472
155.925	15.417	27.944
160.506	15.047	20.928
165.191	17.061	19.629
170.760	17.643	20.353
172.879	16.046	19.846
177.851	15.449	19.139
184.215	17.220	17.129
186.730	18.518	15.151
190.169	18.903	14.963
189.700	19.455	12.944
190.204	18.636	10.852
188.834	19.707	9.034
185.732	25.396	10.104
184.926	28.735	11.945
180.842	29.563	8.603
177.521	34.861	6.820
177.023	39.184	5.274
173.103	44.214	5.738
169.878	47.723	8.078
164.846	46.279	9.799
160.160	57.604	10.334
155.264	55.039	13.656
148.974	40.006	17.878
144.134	40.168	16.534
134.319	36.721	14.686
129.129	33.412	14.801
128.043	31.324	13.823
122.535	29.305	11.652
120.747	26.625	10.075
117.798	26.188	9.910
120.797	27.626	14.023
126.124	27.642	19.376
120.743	28.150	20.245
131.630	24.749	18.244
135.791	22.428	15.402
137.252	21.214	16.998
150.370	19.016	19.856
152.597	18.556	21.072
164.715	22.350	22.563
168.950	23.095	23.532
172.476	20.660	21.354
181.216	19.135	15.762
191.629	18.904	15.049
196.847	23.384	15.669
195.333	24.687	14.507
202.725	21.881	16.455
204.869	21.165	18.165
204.765	19.713	18.992
209.626	19.021	19.284
211.613	14.670	22.450
206.928	11.715	23.786
206.159	13.109	22.339
214.713	14.394	20.322
219.651	17.002	17.496
218.824	16.409	16.365
222.194	16.997	14.526
218.797	16.787	12.944
219.643	15.921	13.254
223.176	19.324	15.813
226.886	21.331	14.828
227.885	21.240	11.904
231.029	21.589	13.110
232.800	22.132	13.235
237.398	22.508	13.520
245.424	25.411	12.655
239.939	26.016	11.820
244.056	23.642	11.542
250.573	23.669	11.070
246.073	25.263	10.108
246.206	28.714	8.163
250.770	29.464	6.967
249.669	26.616	6.571
248.998	25.658	8.800
251.581	29.019	10.241
252.775	30.464	11.479
253.725	29.242	14.572
250.983	31.284	16.547
256.873	31.449	15.860
267.825	30.340	14.264
266.985	34.418	11.510
272.290	38.556	11.058
277.361	46.668	10.564
278.232	46.919	9.537
281.887	37.938	7.426
285.849	27.882	5.011
292.373	34.430	5.066
299.158	52.135	5.538
301.467	55.652	5.185
299.390	48.500	7.055
307.496	45.894	9.632
309.399	43.036	10.997
307.786	38.184	11.956
311.570	40.575	11.775
307.326	43.425	9.498
311.848	45.388	8.252
316.237	47.617	7.623
310.040	39.332	8.117
310.528	33.625	10.498
314.189	42.286	15.214
311.053	44.527	20.523
303.187	48.095	20.140
298.807	42.182	17.593
297.743	35.727	16.899
294.011	33.784	15.325
289.110	31.698	14.590
288.654	32.189	13.316
285.035	30.334	10.217
277.431	31.404	8.281
275.736	31.113	7.937
269.961	26.849	7.224
264.068	27.589	7.325
263.616	28.147	8.783
258.768	27.695	10.433
257.453	31.374	12.594
256.670	36.955	12.300
252.342	42.944	10.641
253.206	51.897	12.554
249.944	64.552	18.969
242.443	73.148	27.260
241.332	76.561	33.890
238.121	72.464	34.241
229.650	64.179	31.712
220.242	56.612	28.929
216.117	50.158	27.148
212.086	47.406	27.524
205.634	47.360	27.775
200.832	47.591	33.965
194.327	46.982	40.393
192.651	50.388	41.288
193.900	55.461	40.998
192.341	57.008	40.512
198.356	53.347	38.468
204.041	47.888	39.760
212.145	39.461	47.747
224.479	32.584	50.574
238.276	31.047	39.523
249.160	33.032	36.557
254.806	34.245	42.211
265.533	32.398	40.714
278.935	31.152	41.119
287.642	28.895	42.349
291.343	24.047	40.798
298.477	18.655	36.289
302.712	12.769	32.649
299.642	13.497	31.980
299.987	13.928	31.540
301.641	14.879	31.052
296.940	19.019	31.791
293.478	26.038	32.996
291.104	31.866	34.815
283.487	34.064	37.732
278.213	35.068	40.184
270.902	36.720	36.372
262.844	38.077	31.091
257.242	40.289	30.746
250.656	42.670	33.737
241.891	40.076	36.150
235.435	37.377	39.246
228.806	34.717	39.734
219.289	35.640	35.185
218.217	39.077	34.388
214.704	39.636	36.760
205.886	45.697	44.484
201.041	49.833	54.733
193.364	51.966	61.859
187.092	60.898	67.995
180.255	65.098	74.259
171.124	69.007	81.976
160.585	79.482	83.752
149.955	77.808	92.822
137.866	74.049	106.252
123.101	75.209	97.594
113.734	67.800	96.471
100.764	65.300	104.089
85.780	66.752	95.984
77.266	63.876	82.960
70.579	65.866	76.380
59.571	71.671	71.294
50.117	68.376	65.419
48.773	68.299	59.061
48.821	72.764	50.745
49.104	67.732	44.908
46.363	71.231	43.118
42.959	75.741	42.109
42.419	70.380	40.003
43.419	77.122	42.661
45.158	92.544	54.718
47.008	82.323	65.627
47.804	45.992	65.654
49.653	25.156	60.873
53.067	38.432	64.386
55.840	31.332	62.239
64.577	32.569	49.231
75.824	32.601	43.050
78.370	31.042	30.887
76.847	34.065	14.884
83.317	35.150	10.113
88.244	30.584	19.534
90.244	26.874	29.557
97.364	28.877	34.303
102.905	32.763	38.487
109.581	31.480	43.073
120.088	27.423	42.371
130.354	23.779	38.432
138.857	19.217	33.877
142.967	19.525	29.234
148.873	21.159	24.141
156.567	20.794	18.353
160.594	19.907	11.171
172.369	18.845	8.397
184.527	14.588	9.461
186.276	9.149	12.356
197.568	10.423	18.823
210.451	12.352	22.328
215.646	14.596	23.052
223.253	16.836	24.868
229.225	21.727	27.912
232.953	24.635	29.273
239.162	26.910	27.153
242.609	33.567	26.656
245.127	41.296	23.476
253.197	44.295	16.806
258.101	40.884	10.508
259.119	34.669	9.065
262.003	31.598	11.972
266.036	30.999	14.667
265.885	32.482	14.927
266.500	38.840	14.024
269.223	38.639	13.550
271.721	35.689	15.936
272.861	35.079	21.396
270.219	33.870	24.448
270.708	34.979	26.492
271.505	51.073	28.957
269.455	48.861	26.649
269.208	35.713	23.515
268.188	36.495	25.402
263.650	42.794	28.358
262.866	53.408	31.124
264.886	66.133	34.177
258.350	77.087	36.485
252.288	84.661	44.861
252.301	103.132	57.817
248.294	123.622	69.810
240.074	125.720	88.450
239.051	133.948	110.057
239.090	133.053	132.125
234.067	133.700	149.260
235.035	141.819	167.221
237.788	148.695	176.946
231.857	162.435	185.009
228.935	150.120	190.998
237.810	162.647	191.553
239.421	230.898	192.554
234.947	208.378	180.241
235.396	167.287	159.943
234.814	209.880	136.547
234.583	226.071	113.413
227.488	242.722	91.870
226.539	249.677	77.258
234.057	263.459	77.439
228.940	268.583	92.827
220.968	265.437	105.552
223.696	279.431	116.261
227.526	274.470	126.500
225.958	259.336	148.213
222.834	248.852	170.424
215.560	232.704	173.113
209.516	215.795	162.762
210.717	197.024	136.801
210.452	162.269	107.329
206.209	127.141	70.533
204.397	100.014	38.206
199.716	74.330	47.384
198.094	63.780	90.934
192.697	65.252	129.296
185.272	71.753	144.900
182.340	88.265	165.017
177.552	108.148	193.976
170.976	113.579	222.476
168.810	117.533	234.034
168.599	129.655	232.577
160.125	129.265	233.396
151.559	125.648	216.203
150.470	119.135	183.260
144.455	105.875	160.270
135.704	93.570	130.158
136.270	74.401	103.511
129.305	53.938	76.230
121.399	37.232	59.966
123.013	19.197	46.466
124.007	10.551	23.780
116.055	30.131	69.371
110.666	53.963	108.170
113.965	79.948	129.693
109.684	108.871	159.819
105.138	130.357	198.342
109.756	147.706	208.989
111.349	163.080	198.282
108.269	170.771	204.385
107.585	180.384	206.503
106.005	177.630	203.420
104.647	169.915	191.555
103.578	161.151	162.013
102.688	145.441	150.923
101.973	126.164	144.400
100.996	97.402	118.431
103.686	66.187	95.785
104.614	32.420	64.829
101.926	18.588	31.552
102.359	42.755	17.900
100.827	64.439	38.745
98.048	86.482	67.163
94.749	111.708	98.577
92.951	118.472	122.629
93.105	126.843	149.122
91.555	142.676	180.600
90.135	145.126	202.936
91.053	145.459	220.623
92.651	140.364	233.793
92.233	137.542	240.328
99.099	129.849	245.394
101.547	112.328	241.908
98.501	95.250	216.413
109.522	87.744	186.099
117.955	74.815	162.260
119.284	49.823	146.031
125.517	32.301	155.449
128.558	25.011	129.794
135.267	26.374	95.284
137.979	37.244	79.621
139.885	55.210	51.331
145.073	68.752	24.240
151.264	80.094	19.711
155.523	90.303	39.559
153.889	97.152	49.642
161.480	102.951	65.336
165.522	101.152	99.334
168.575	95.013	107.382
170.132	83.045	96.997
169.039	72.128	95.197
172.986	52.973	91.131
169.528	42.185	82.852
167.357	43.973	74.248
168.942	41.379	67.702
178.223	35.619	58.487
178.656	27.901	49.794
160.234	18.891	40.024
158.816	11.008	30.860
156.962	11.366	27.541
150.436	13.791	31.462
150.866	17.183	34.103
144.516	21.160	36.925
138.739	23.940	38.299
134.256	24.663	37.538
129.942	26.416	38.161
124.977	31.313	39.831
117.552	36.952	37.816
114.031	43.247	38.058
110.658	60.208	43.320
103.001	67.510	56.030
98.210	75.433	60.958
89.231	93.296	56.680
76.510	98.269	55.309
71.470	97.254	58.392
73.324	90.346	60.537
70.481	86.109	61.723
60.355	85.310	57.208
50.003	89.992	62.464
45.796	110.133	79.720
46.592	114.671	92.721
45.391	132.708	118.720
46.435	155.771	143.550
47.401	167.965	151.215
44.242	181.353	150.974
43.259	189.007	149.257
39.240	198.017	140.755
31.844	182.506	132.508
22.764	149.305	123.810
17.055	137.206	96.537
15.142	117.836	74.247
19.331	63.899	105.182
26.771	52.508	74.505
32.820	44.364	40.585
36.262	31.881	43.603
40.277	31.676	26.358
48.472	28.144	20.684
54.296	15.160	20.605
59.548	3.299	13.979
72.465	9.757	9.249
76.724	12.629	8.205
79.204	11.523	7.040
91.065	9.653	5.483
100.267	8.048	4.595
106.151	5.438	4.214
113.375	1.155	5.691
118.091	4.899	3.867
124.170	6.914	3.859
131.270	7.768	4.820
125.044	7.465	5.262
133.654	5.765	5.987
136.172	3.108	7.308
132.611	0.938	7.551
136.970	2.132	4.936
137.146	3.106	2.496
138.376	4.301	1.745
141.665	5.506	3.537
141.485	4.544	3.086
142.761	3.095	4.123
143.286	3.263	2.852
159.040	1.215	1.900
162.780	2.893	0.911
151.535	2.605	2.977
155.050	2.966	4.676
150.595	2.455	5.096
150.938	1.336	5.337
153.660	1.935	4.186
150.840	2.078	3.894
144.724	2.660	3.256
146.138	2.377	2.281
141.837	1.964	0.823
133.040	1.227	0.617
135.593	2.707	1.410
134.281	3.401	2.585
130.837	2.085	1.925
144.522	1.152	1.857
140.567	1.927	3.038
127.804	1.214	2.505
127.476	1.360	1.508
123.006	1.422	2.040
115.635	1.819	1.869
117.400	2.261	1.215
114.698	2.609	1.439
101.327	2.776	2.004
103.489	2.139	1.652
100.331	0.974	2.528
86.588	1.292	2.038
84.135	1.689	1.371
81.319	2.518	0.646
72.152	0.701	0.872
59.861	0.936	0.584
55.778	0.592	1.663
57.307	2.200	2.623
52.867	2.700	1.410
45.951	4.341	1.126
40.613	2.891	1.162
38.376	2.274	0.511
35.093	2.435	0.740
30.660	2.038	1.402
27.676	2.301	0.743
23.313	1.514	0.670
18.943	2.454	1.820
