P1_pos_hand_l	P1_pos_hand_r
973.817	990.120
974.014	990.089
974.224	990.057
974.431	990.017
974.641	989.960
974.860	989.929
975.013	989.851
975.190	989.817
975.331	989.762
975.481	989.698
975.611	989.679
975.754	989.670
975.903	989.673
976.090	989.662
976.268	989.682
976.423	989.666
976.584	989.667
976.729	989.660
976.858	989.666
977.006	989.682
977.132	989.708
977.245	989.708
977.267	989.764
977.228	989.797
977.225	989.873
977.221	989.971
977.262	990.059
977.335	990.199
977.445	990.309
977.509	990.484
977.541	990.647
977.544	990.798
977.542	991.012
977.515	991.222
977.473	991.468
977.393	991.779
977.343	992.147
977.289	992.497
977.235	992.787
977.214	993.113
977.217	993.447
977.215	993.734
977.207	993.988
977.192	994.206
977.149	994.390
977.088	994.562
977.046	994.734
977.007	994.856
976.971	994.992
976.955	995.088
976.932	995.188
976.906	995.281
976.858	995.354
976.772	995.428
976.638	995.471
976.473	995.520
976.279	995.571
976.051	995.622
975.852	995.683
975.692	995.736
975.554	995.773
975.502	995.809
975.499	995.854
975.456	995.896
975.436	995.913
975.464	995.937
975.510	995.986
975.603	996.013
975.714	996.020
975.837	996.024
976.000	996.013
976.181	995.993
976.342	995.960
976.483	995.922
976.572	995.832
976.658	995.753
976.739	995.672
976.822	995.558
976.916	995.448
977.002	995.336
977.068	995.229
977.096	995.137
977.151	995.044
977.185	994.995
977.172	994.905
977.102	994.856
977.032	994.862
976.969	994.878
976.978	994.948
976.929	995.015
976.893	995.081
976.878	995.155
976.857	995.212
976.830	995.302
976.814	995.375
976.823	995.469
976.822	995.584
976.830	995.695
976.867	995.815
976.890	995.962
976.898	996.049
976.899	996.094
976.864	996.106
976.798	996.068
976.684	995.994
976.502	995.890
976.320	995.748
976.161	995.578
975.972	995.429
975.856	995.226
975.691	995.060
975.597	994.873
975.563	994.713
975.634	994.571
975.652	994.489
975.861	994.443
976.125	994.507
976.540	994.609
976.927	994.747
977.265	994.908
977.510	995.077
977.694	995.189
977.889	995.290
977.981	995.368
978.087	995.403
978.176	995.390
978.197	995.344
978.220	995.223
978.192	995.067
978.146	994.885
978.069	994.676
977.987	994.400
977.894	994.106
977.761	993.814
977.682	993.482
977.588	993.177
977.515	992.874
977.414	992.591
977.306	992.310
977.151	992.045
976.925	991.770
976.639	991.525
976.339	991.368
975.981	991.222
975.549	991.054
975.171	990.980
974.824	990.945
974.420	990.957
974.105	990.948
973.765	990.919
973.513	990.896
973.385	990.959
973.307	991.078
973.292	991.229
973.281	991.443
973.262	991.610
973.229	991.822
973.191	992.027
973.151	992.229
973.049	992.412
972.889	992.588
972.736	992.762
972.552	992.916
972.359	993.055
972.202	993.169
972.014	993.292
971.836	993.368
971.655	993.418
971.459	993.450
971.290	993.476
971.157	993.516
971.013	993.547
970.878	993.587
970.802	993.647
970.740	993.710
970.699	993.771
970.675	993.837
970.632	993.900
970.603	993.982
970.565	994.056
970.508	994.095
970.448	994.117
970.382	994.172
970.315	994.164
970.222	994.159
970.160	994.132
970.026	994.092
969.885	994.033
969.780	993.977
969.624	993.901
969.483	993.823
969.355	993.750
969.243	993.662
969.121	993.566
969.041	993.466
968.995	993.381
968.952	993.277
968.911	993.191
968.879	993.097
968.844	993.007
968.825	992.924
968.790	992.880
968.803	992.868
968.805	992.865
968.814	992.870
968.807	992.861
968.808	992.874
968.818	992.880
968.794	992.855
968.741	992.831
968.682	992.793
968.605	992.751
968.542	992.697
968.472	992.642
968.445	992.593
968.414	992.565
968.392	992.511
968.384	992.492
968.376	992.455
968.414	992.427
968.429	992.393
968.445	992.373
968.451	992.412
968.451	992.423
968.488	992.475
968.523	992.517
968.578	992.582
968.615	992.681
968.690	992.769
968.781	992.872
968.851	992.987
968.909	993.089
968.982	993.213
969.113	993.325
969.193	993.468
969.283	993.590
969.367	993.694
969.447	993.814
969.538	993.910
969.637	993.994
969.756	994.058
969.878	994.114
970.023	994.136
970.187	994.186
970.362	994.213
970.540	994.179
970.700	994.162
970.876	994.142
971.024	994.087
971.168	993.980
971.298	993.863
971.387	993.742
971.477	993.643
971.530	993.475
971.574	993.330
971.626	993.168
971.741	993.083
971.863	992.979
971.994	992.916
972.124	992.883
972.291	992.849
972.392	992.836
972.464	992.827
972.531	992.828
972.570	992.840
972.576	992.863
972.602	992.877
972.626	992.912
972.649	992.918
972.661	992.949
972.683	992.967
972.731	992.963
972.773	992.955
972.831	992.930
972.932	992.873
973.044	992.827
973.195	992.751
973.440	992.694
973.736	992.621
974.057	992.540
974.443	992.464
974.833	992.361
975.322	992.250
975.889	992.125
976.365	991.936
976.822	991.727
977.323	991.480
977.777	991.150
978.152	990.817
978.435	990.534
978.704	990.281
978.918	990.022
979.119	989.784
979.263	989.588
979.401	989.414
979.588	989.202
979.686	988.983
979.789	988.769
979.722	988.588
979.992	988.348
980.068	988.025
980.131	987.759
980.094	987.435
979.975	987.037
979.861	986.667
979.727	986.346
979.544	986.012
979.300	985.673
979.074	985.317
978.902	984.960
978.797	984.632
978.699	984.342
978.653	984.055
978.662	983.778
978.698	983.558
978.717	983.433
978.786	983.333
978.856	983.268
978.768	983.213
978.851	983.164
978.895	983.128
978.909	983.148
978.907	983.144
978.848	983.150
978.769	983.141
978.628	983.140
978.475	983.122
978.298	983.083
978.120	983.034
977.941	982.946
977.753	982.865
977.568	982.795
977.367	982.721
977.132	982.644
976.902	982.550
976.879	982.421
976.685	982.315
976.552	982.195
976.456	982.075
976.369	981.946
976.312	981.825
976.245	981.727
976.208	981.619
976.162	981.494
976.132	981.344
976.075	981.211
976.045	981.049
976.010	980.860
975.971	980.629
975.900	980.398
975.671	980.127
975.615	979.900
975.576	979.681
975.549	979.472
975.543	979.282
975.545	979.140
975.511	979.013
975.489	978.954
975.467	978.920
975.599	978.883
975.583	978.893
975.436	978.864
975.640	978.905
975.727	978.895
975.841	978.909
975.972	978.927
976.128	978.932
976.279	978.947
976.403	978.938
976.541	978.915
976.695	978.905
976.761	978.903
977.025	978.873
977.317	978.818
977.665	978.803
977.971	978.756
978.306	978.711
978.708	978.642
979.051	978.571
979.400	978.498
979.681	978.421
979.914	978.350
980.118	978.296
980.283	978.246
980.385	978.234
980.483	978.237
980.539	978.266
980.635	978.284
980.735	978.287
980.924	978.282
981.221	978.289
981.577	978.319
982.150	978.387
982.708	978.519
983.302	978.680
983.975	978.966
984.783	979.365
985.705	979.852
986.726	980.452
987.764	981.149
988.902	981.964
990.074	982.952
991.131	984.110
992.163	985.372
993.309	986.575
994.467	987.530
995.725	988.245
997.095	989.629
998.469	991.016
1000.016	992.294
1001.435	993.539
1002.835	994.767
1004.141	995.899
1004.886	997.113
1006.213	998.228
1007.623	999.316
1009.031	1000.224
1010.331	1001.148
1011.640	1001.940
1012.912	1002.718
1014.056	1003.488
1015.171	1004.213
1016.169	1004.908
1017.195	1005.393
1018.257	1005.925
1019.305	1006.301
1020.169	1006.732
1020.921	1006.992
1021.657	1007.261
1022.172	1007.539
1022.932	1007.739
1023.337	1007.887
1023.519	1007.918
1023.570	1007.925
1023.446	1007.909
1023.171	1007.843
1022.731	1007.701
1022.267	1007.435
1021.677	1007.032
1020.909	1006.659
1020.074	1006.134
1019.153	1005.663
1017.945	1005.076
1016.640	1004.270
1015.054	1003.421
1013.239	1002.313
1011.211	1001.155
1008.987	999.795
1006.729	998.411
1004.348	996.973
1001.831	995.613
999.496	994.267
996.906	993.177
994.270	991.863
991.466	990.706
988.713	989.619
986.248	988.588
983.884	987.793
981.770	987.024
980.085	986.339
978.736	985.896
977.816	985.472
977.140	985.078
976.898	984.801
976.803	984.516
977.091	984.264
977.772	984.074
978.721	983.837
980.095	983.629
981.670	983.287
983.656	982.905
985.661	982.494
987.831	982.170
989.942	981.857
992.183	981.657
994.279	981.469
996.339	981.309
998.446	981.176
1000.491	981.080
1002.467	980.984
1004.576	980.965
1006.292	980.998
1007.782	981.078
1009.199	981.262
1010.602	981.604
1011.935	982.669
1012.975	983.095
1013.611	983.704
1014.205	984.231
1014.665	984.615
1014.669	985.053
1014.008	985.126
1013.508	985.029
1012.491	984.865
1011.078	984.647
1009.444	984.384
1007.504	984.067
1005.310	983.723
1002.834	983.450
1000.277	983.338
997.589	983.269
994.793	983.200
991.865	982.889
988.841	982.537
985.610	982.273
982.041	982.005
978.136	981.717
973.998	981.510
969.533	981.345
965.854	981.291
962.924	980.987
961.068	980.509
959.862	979.991
959.242	979.433
958.904	978.653
958.856	977.762
959.154	976.773
959.299	975.609
959.759	974.363
960.153	972.945
960.431	971.369
960.523	969.751
960.575	968.115
960.516	966.490
960.295	964.819
959.748	963.312
958.974	961.723
957.863	960.028
956.401	958.386
954.706	956.787
952.610	955.081
950.516	953.290
948.439	951.475
946.449	949.650
944.638	947.780
942.953	946.509
940.088	945.401
937.335	945.162
936.140	945.742
934.967	946.491
934.444	947.803
934.806	949.189
935.708	950.730
937.159	952.250
938.811	953.410
940.572	954.128
942.181	954.615
943.743	954.884
945.172	955.007
946.578	954.873
948.000	955.215
949.170	955.411
950.359	955.573
951.508	955.761
952.372	955.920
953.299	956.072
954.205	956.003
954.993	956.207
955.949	956.452
956.672	956.668
957.431	956.923
958.357	957.180
958.982	957.441
959.579	957.775
960.083	958.200
960.598	958.655
961.084	959.108
961.448	959.556
961.811	960.015
962.234	960.518
962.736	960.994
963.250	961.488
963.983	961.952
964.563	962.445
965.222	962.886
965.900	963.329
966.612	963.703
967.197	964.058
967.743	964.342
968.066	964.580
968.678	964.802
969.054	964.953
969.326	965.092
969.426	965.244
969.911	965.396
970.275	965.557
970.656	965.774
971.023	965.935
971.322	966.109
971.605	966.266
971.932	966.438
972.225	966.596
972.404	966.752
972.534	966.888
972.437	967.004
972.486	967.114
972.503	967.224
972.598	967.328
972.855	967.424
972.949	967.485
973.019	967.549
973.098	967.637
973.161	967.716
973.204	967.773
973.233	967.858
973.241	967.945
973.250	968.036
973.222	968.058
973.024	968.089
973.148	968.104
972.890	968.114
972.939	968.154
972.636	968.145
972.648	968.178
972.355	968.224
972.247	968.257
972.143	968.281
972.041	968.302
971.945	968.322
972.009	968.364
971.903	968.372
971.801	968.349
971.671	968.331
971.544	968.289
971.441	968.288
971.350	968.278
971.284	968.281
971.251	968.280
971.257	968.292
971.231	968.301
971.223	968.305
971.211	968.311
971.202	968.332
971.223	968.371
971.217	968.422
971.198	968.469
971.200	968.567
971.192	968.676
971.206	968.788
971.207	968.871
971.210	968.943
971.199	969.037
971.216	969.121
971.204	969.184
971.177	969.233
971.148	969.268
971.101	969.289
971.049	969.316
971.005	969.352
970.994	969.378
970.992	969.401
970.986	969.412
971.015	969.435
971.024	969.449
971.096	969.465
971.141	969.473
971.195	969.496
971.044	969.518
971.088	969.582
971.111	969.647
971.162	969.713
971.213	969.798
971.233	969.891
971.278	969.979
971.325	970.073
971.518	970.173
971.531	970.263
971.569	970.319
971.582	970.383
971.570	970.433
971.546	970.491
971.492	970.502
971.456	970.552
971.420	970.592
971.413	970.649
971.389	970.683
971.369	970.714
971.402	970.736
971.389	970.721
971.200	970.746
971.380	970.770
971.211	970.788
971.410	970.813
971.443	970.826
971.518	970.857
971.610	970.916
971.706	970.958
971.756	970.986
971.761	971.012
971.756	971.068
971.724	971.119
971.680	971.165
971.619	971.285
971.598	971.370
971.559	971.481
971.499	971.600
971.481	971.707
971.485	971.858
971.513	971.984
971.522	972.167
971.531	972.354
971.529	972.585
971.554	973.088
971.556	973.417
971.540	973.730
971.535	974.024
971.530	974.274
971.563	974.474
971.602	974.615
971.498	974.752
971.625	974.914
971.782	975.063
971.967	975.184
972.201	975.303
972.445	975.379
972.667	975.494
972.848	975.589
973.003	975.717
973.115	975.803
973.212	975.913
973.302	976.039
973.356	976.129
973.387	976.261
973.363	976.376
973.289	976.459
973.837	976.549
973.764	976.615
973.694	976.658
973.568	976.698
973.401	976.707
973.216	976.734
973.003	976.722
972.817	976.737
972.614	976.712
972.397	976.703
972.171	976.681
971.858	976.701
971.573	976.769
971.258	976.792
970.877	976.826
970.478	976.865
970.230	976.814
969.853	976.710
969.469	976.538
969.142	976.234
968.669	975.842
968.232	975.491
967.546	975.123
966.964	974.643
966.189	974.235
965.538	973.844
964.945	973.462
964.398	973.024
964.012	972.622
963.623	972.204
962.672	971.821
962.525	971.370
962.479	971.008
962.471	970.824
962.516	970.711
962.904	970.769
963.259	970.937
963.696	971.285
964.256	971.749
964.855	972.248
965.507	972.877
966.162	973.498
966.776	974.133
967.447	974.619
967.870	975.406
968.136	975.948
968.293	976.479
968.288	976.974
968.163	977.440
967.962	977.836
967.689	978.103
967.296	978.335
966.922	978.556
966.618	978.775
966.357	978.934
966.168	979.082
966.090	979.333
966.052	979.381
966.043	979.338
966.099	979.277
966.190	979.239
966.253	979.147
966.314	979.054
966.422	978.965
966.493	978.801
966.538	978.638
966.605	978.625
966.743	978.471
966.896	978.338
967.069	978.401
967.252	978.309
