Head	RHand	LHand
3.805	3.777	1.801
7.170	2.547	1.010
10.025	4.246	1.505
11.759	6.915	1.564
13.784	9.437	3.341
17.333	8.987	5.990
20.933	9.003	5.215
26.391	8.542	6.353
35.220	10.197	8.140
45.921	13.974	10.547
55.896	21.343	16.108
64.192	55.905	33.412
75.456	49.269	58.991
97.147	72.983	89.804
108.994	96.782	142.578
112.790	116.383	177.641
128.343	129.104	197.176
137.177	146.147	234.538
137.046	161.476	275.248
145.211	161.841	326.791
152.618	181.212	375.373
152.809	214.219	423.316
145.966	246.160	479.799
141.807	283.920	541.445
142.232	330.050	601.904
137.074	371.357	647.743
131.761	433.745	675.267
124.194	480.509	700.858
116.018	453.303	720.697
115.202	465.260	723.470
109.998	542.795	723.432
101.195	555.055	729.103
105.436	532.168	718.006
110.758	527.109	697.964
114.547	497.778	678.212
123.339	520.601	651.251
127.534	503.143	627.485
133.312	434.398	604.819
137.603	399.998	583.342
140.115	373.839	564.974
152.675	373.013	545.996
153.321	351.839	525.235
160.398	340.520	511.159
174.259	322.920	506.327
175.460	308.006	486.327
172.323	304.272	464.188
164.155	282.004	447.308
150.175	264.153	420.557
135.145	263.402	389.919
125.684	208.987	351.910
115.381	213.070	308.353
98.422	223.235	267.293
79.141	168.857	233.019
66.006	156.241	213.212
63.969	160.387	205.342
59.520	160.982	219.124
56.562	172.540	236.626
64.235	204.667	273.730
72.463	217.375	310.154
81.746	231.755	330.553
85.699	257.675	350.062
84.415	268.354	363.021
85.839	263.460	367.668
84.639	273.585	362.102
83.974	276.096	351.364
75.812	268.698	325.223
63.880	265.165	293.466
63.489	252.935	264.406
68.923	244.411	221.238
71.593	227.925	180.463
72.110	210.958	136.573
78.180	194.205	78.944
81.906	182.126	39.906
86.819	165.910	52.646
90.077	148.869	98.190
78.965	141.454	136.942
71.413	138.914	172.232
68.969	145.310	209.599
66.959	153.254	229.142
64.745	155.076	247.027
59.054	169.025	255.218
59.917	171.712	243.642
65.389	181.199	234.814
71.115	199.067	220.483
70.208	216.178	201.162
71.173	223.494	170.818
74.766	224.702	140.001
76.202	212.163	119.353
77.386	199.470	92.520
77.354	198.639	97.482
77.482	185.373	119.177
77.337	174.152	152.955
75.458	167.326	191.765
75.582	168.641	225.313
80.167	180.450	249.985
83.540	185.118	268.484
81.239	193.400	286.990
82.563	219.878	293.080
83.440	233.206	295.665
85.058	234.780	296.075
84.903	236.805	293.175
80.646	238.866	292.557
77.436	259.293	289.739
80.137	232.748	277.755
81.650	196.666	266.288
82.173	194.334	245.013
87.444	182.072	230.554
88.325	179.290	230.545
89.024	176.699	236.282
88.987	210.835	259.007
93.553	198.809	299.085
95.530	137.890	339.956
98.180	125.751	373.320
107.770	150.208	407.065
109.968	144.949	430.740
110.206	178.216	445.004
113.801	212.348	419.284
119.168	140.478	403.530
125.302	152.533	403.248
126.256	166.148	367.420
132.806	177.296	321.889
134.597	196.457	271.039
133.462	215.805	228.821
134.809	246.942	195.545
129.252	280.447	184.895
123.963	288.543	212.678
113.382	304.159	254.449
102.228	285.295	302.307
97.315	351.585	330.867
90.606	357.485	367.550
85.246	294.021	413.107
88.571	315.353	439.383
101.846	272.927	452.222
116.230	247.564	448.028
127.213	223.964	438.892
137.387	150.508	420.674
145.932	117.817	396.956
147.935	155.042	375.838
149.323	142.302	340.860
145.765	153.189	299.942
144.544	206.778	267.466
136.385	182.812	234.475
130.279	154.985	202.122
120.163	162.671	166.698
106.538	178.580	140.523
102.888	175.827	121.978
93.099	159.353	110.222
84.533	164.311	106.047
70.625	156.697	103.242
60.065	127.640	103.117
53.448	134.934	105.420
44.315	138.103	102.205
35.540	120.403	106.235
26.389	123.284	106.685
20.242	148.175	104.964
14.482	146.905	110.037
10.048	112.268	113.993
9.614	91.270	121.561
11.879	86.442	143.237
17.601	80.084	173.334
28.158	60.599	200.434
37.625	53.278	236.881
46.066	46.834	278.825
53.096	49.041	312.586
59.221	56.241	347.157
68.507	68.038	387.360
77.841	79.985	407.258
82.860	87.193	408.997
87.940	138.157	406.311
91.490	187.777	390.744
97.188	168.968	361.892
104.711	159.257	334.105
108.331	180.947	307.561
116.152	177.575	265.142
119.166	209.934	237.481
119.331	276.922	224.890
122.315	302.908	229.702
122.479	315.732	250.189
121.852	327.331	266.860
123.313	318.908	296.664
123.133	342.956	338.185
130.735	355.400	377.631
130.503	313.856	414.571
118.695	298.164	450.511
116.896	282.754	482.530
114.113	268.651	506.327
103.997	269.203	524.927
99.379	276.693	536.016
94.042	272.281	544.028
84.207	275.614	543.122
79.404	270.829	531.056
77.281	262.539	515.997
68.334	271.581	508.062
59.561	253.451	507.769
58.577	234.299	505.863
55.209	232.722	512.387
52.862	157.130	518.663
48.627	91.703	510.987
44.092	135.532	464.317
46.479	203.873	377.780
47.937	156.328	279.788
45.963	123.161	188.484
49.410	106.016	134.921
55.914	80.383	138.732
54.839	61.763	178.750
54.152	48.280	208.012
50.842	38.770	213.377
43.707	40.960	196.995
36.669	49.614	162.677
26.946	55.033	131.990
19.392	58.415	103.542
13.762	57.274	65.700
12.075	51.321	92.197
15.519	43.216	108.065
21.818	37.930	70.173
29.979	34.597	40.243
37.403	30.927	34.549
42.366	28.412	44.036
44.133	30.198	56.090
42.243	32.451	53.641
40.197	46.870	33.412
36.900	44.265	40.337
32.923	22.935	66.599
29.245	24.942	53.228
23.214	20.596	41.412
19.022	17.463	31.549
15.344	13.312	20.028
10.503	9.362	13.048
7.430	6.153	14.192
6.737	3.443	20.819
9.261	1.609	30.031
9.480	2.946	36.046
9.893	6.285	36.981
9.093	10.337	33.216
7.835	16.004	28.684
8.201	21.543	28.975
7.368	24.556	28.999
7.297	23.213	28.317
7.959	16.931	29.531
8.466	12.052	31.578
9.098	9.674	32.337
8.606	5.829	27.275
8.727	5.134	21.310
9.654	3.449	17.314
8.116	3.314	17.335
7.493	7.227	14.847
8.351	9.950	13.321
8.624	12.375	13.456
11.672	12.779	9.393
13.222	14.556	4.139
12.713	16.159	2.898
12.127	15.120	10.439
13.166	12.516	14.236
14.175	10.493	13.535
13.232	8.940	18.350
13.082	9.735	19.258
13.215	9.096	17.889
11.272	7.033	16.387
8.675	8.342	11.793
6.483	8.462	8.989
3.961	10.530	11.076
2.831	14.263	9.817
4.800	14.950	6.378
7.841	12.824	4.321
11.260	9.260	2.862
14.013	7.351	2.045
15.857	6.064	1.878
17.225	6.739	2.165
16.741	7.718	4.321
17.372	7.582	5.214
17.410	6.792	4.326
16.903	7.464	5.278
15.687	8.607	7.601
13.097	9.816	10.308
12.445	12.063	22.605
10.000	11.159	27.325
2.977	7.315	2.432
4.591	4.856	4.718
7.162	2.680	25.533
11.844	2.180	26.352
13.569	4.954	4.265
13.090	3.350	8.094
14.864	4.964	8.832
15.530	4.036	8.765
14.109	2.038	7.413
11.800	0.985	6.270
9.618	1.786	7.237
8.386	4.108	7.634
5.332	6.120	6.651
2.790	6.663	5.868
1.617	6.232	5.657
3.767	3.239	6.226
4.840	0.911	7.197
6.193	1.654	8.756
8.102	1.244	8.643
9.032	4.706	9.427
9.333	6.775	10.879
9.635	5.342	11.170
9.874	5.470	11.653
8.034	5.589	10.978
8.601	5.361	14.028
8.682	4.530	17.668
9.523	5.762	22.748
10.334	6.274	28.013
11.510	3.440	27.667
12.832	9.650	30.990
11.287	8.962	32.163
10.241	8.155	31.530
9.806	5.043	34.465
9.147	1.421	32.911
10.319	3.143	27.893
10.230	5.252	22.958
8.318	5.659	15.991
8.550	5.724	15.281
6.953	9.366	16.294
6.130	12.616	23.119
7.986	18.322	35.656
7.948	18.159	40.987
7.372	13.315	46.468
8.020	8.161	41.967
8.029	8.314	27.121
8.721	8.123	12.608
10.233	9.148	6.542
10.345	10.577	6.086
10.501	9.589	6.888
11.517	11.022	5.053
11.248	12.339	8.359
12.816	11.898	15.331
14.155	8.059	19.266
13.778	6.877	19.366
14.819	6.645	17.939
15.018	5.112	12.212
15.707	7.721	6.239
18.119	9.286	3.612
18.329	4.578	2.757
19.041	1.633	6.789
20.272	0.887	4.378
19.586	0.937	2.200
21.057	2.045	4.889
22.121	5.006	4.715
20.652	4.996	3.715
19.513	3.840	3.896
18.037	2.609	4.047
15.554	3.113	2.345
15.191	3.055	1.720
13.638	4.483	5.077
11.504	3.715	7.378
11.105	4.302	6.495
10.494	5.334	5.165
9.845	1.821	2.969
9.932	2.444	4.678
10.623	1.761	7.094
10.762	2.584	6.813
10.619	3.311	7.089
12.888	3.906	7.972
13.251	3.133	7.989
11.558	1.805	8.648
11.211	3.365	9.326
10.924	3.176	10.527
8.591	2.365	12.889
6.078	1.674	17.320
4.817	1.979	23.748
3.929	2.779	28.504
4.963	3.404	32.195
8.047	5.070	34.995
9.785	5.589	39.619
8.033	4.900	45.055
5.398	4.776	47.752
4.087	7.991	54.481
4.188	13.108	61.694
7.390	13.667	83.679
9.113	13.561	99.879
7.812	3.644	104.466
8.670	76.977	112.563
8.650	79.770	131.893
7.412	13.486	139.181
6.926	7.700	141.903
5.894	7.429	145.217
6.130	5.882	134.338
5.542	5.890	130.971
4.729	16.756	118.245
6.061	14.747	106.802
5.949	4.382	111.154
6.822	3.783	135.627
11.178	5.263	164.276
17.137	10.483	205.209
20.475	13.735	254.361
21.086	10.023	297.371
19.916	5.789	340.949
16.766	18.946	377.667
15.789	16.605	416.240
14.713	40.660	457.920
15.845	5.075	488.328
19.842	4.928	508.397
27.185	9.391	517.672
36.390	11.447	506.845
40.891	8.335	478.852
46.956	18.162	452.023
56.250	24.339	420.431
60.067	15.406	381.300
65.163	19.215	349.780
72.784	19.602	323.448
68.632	20.113	300.752
62.933	22.924	282.321
62.949	21.929	244.281
58.609	17.874	229.419
50.445	13.853	207.574
46.283	10.937	194.086
47.410	7.786	191.422
51.187	5.467	191.395
54.189	8.169	181.820
59.477	11.457	186.486
65.349	14.120	187.990
69.582	16.262	175.108
71.982	18.151	165.377
69.213	18.939	164.385
66.950	16.870	173.001
65.846	15.964	173.178
61.217	14.436	193.583
56.278	12.749	256.310
52.803	10.840	358.287
48.101	9.956	476.569
42.904	10.499	627.452
39.025	37.085	736.015
35.761	39.894	796.105
31.977	8.902	801.220
29.732	8.584	741.180
30.450	8.592	696.976
33.732	8.176	652.739
36.275	9.478	590.683
37.804	8.285	531.479
37.625	40.377	475.925
36.834	37.939	430.414
35.792	11.266	350.209
35.296	8.158	238.510
30.371	5.621	154.975
22.170	10.260	99.841
12.767	12.300	106.908
8.359	14.271	130.883
14.616	15.512	159.901
23.516	17.845	176.860
32.443	16.806	167.497
41.326	13.423	154.488
49.068	12.355	142.558
53.249	9.165	112.985
59.184	5.921	85.309
68.505	3.384	68.815
73.937	8.891	54.069
73.598	12.049	44.005
69.464	15.484	35.470
68.199	18.594	37.122
69.108	17.696	37.544
68.423	15.859	48.968
62.754	15.945	60.692
55.438	16.101	61.952
48.268	13.024	65.153
45.768	10.243	69.937
45.448	6.869	73.288
43.785	2.300	66.875
36.625	2.028	58.894
29.048	5.173	58.685
24.391	7.574	57.544
18.148	8.081	60.103
12.990	9.030	53.781
8.984	9.353	43.001
4.413	9.117	40.440
1.454	9.316	36.142
3.830	9.214	28.689
7.143	8.137	25.599
7.965	5.816	25.360
5.937	4.740	33.817
6.461	6.108	36.980
7.520	5.564	33.937
6.112	5.682	41.936
5.957	6.347	48.862
5.850	6.306	55.716
5.252	6.888	88.218
5.268	7.463	103.046
5.658	8.141	89.688
5.136	9.252	98.119
7.639	8.704	132.428
8.844	7.564	136.892
8.891	6.159	92.857
10.567	6.481	77.426
12.283	4.572	83.714
11.904	45.172	76.666
10.321	45.723	65.376
9.211	2.911	56.939
7.988	3.016	47.326
6.911	2.070	45.129
5.373	2.021	40.558
5.028	2.033	31.280
5.275	1.880	29.386
7.302	1.536	25.849
9.175	2.657	21.030
10.530	2.101	16.957
11.494	1.227	19.994
12.380	2.498	20.788
14.111	2.683	14.371
15.344	1.116	14.321
16.337	2.132	18.533
16.748	1.903	19.556
15.954	1.748	20.237
14.944	2.159	25.455
12.644	1.415	25.595
10.065	2.350	20.336
9.205	2.311	21.666
8.223	1.568	19.379
8.257	0.835	11.051
8.000	0.750	8.426
9.908	1.943	7.358
11.998	4.536	7.913
14.363	3.162	8.179
15.833	3.835	8.627
16.111	4.195	10.433
16.864	2.413	13.856
17.481	1.769	18.637
18.483	1.572	16.703
18.618	2.167	13.372
17.870	3.211	15.079
16.830	1.808	15.927
16.109	1.712	14.637
15.035	2.214	11.154
13.729	47.799	7.275
13.621	2.757	6.265
14.328	1.039	7.265
15.297	2.731	8.713
15.129	42.450	10.388
14.076	49.131	10.128
14.173	3.447	8.398
13.983	44.656	9.840
13.298	1.734	13.194
12.325	1.189	14.456
11.215	2.843	15.728
9.612	1.117	21.914
7.785	1.778	25.193
7.987	1.096	29.890
9.033	0.928	40.472
9.297	0.827	58.160
9.490	1.248	90.488
9.248	2.989	110.979
10.156	2.672	130.174
10.016	5.240	148.912
9.470	3.450	153.256
10.446	2.715	154.240
6.436	4.001	158.595
2.716	3.323	154.547
3.985	3.335	140.078
5.198	2.539	120.930
6.495	4.394	108.866
8.822	4.942	95.006
9.575	5.492	79.899
10.531	4.112	69.736
12.331	3.994	65.618
13.453	4.810	65.406
15.688	7.437	54.427
16.530	7.321	49.590
17.390	5.930	53.971
18.802	4.865	47.901
18.286	5.066	38.776
16.715	3.271	37.414
15.970	6.979	30.930
14.107	5.949	25.003
11.815	6.496	23.998
12.947	9.354	25.427
13.179	8.703	24.610
12.762	7.663	26.095
11.978	7.047	34.616
11.657	7.439	40.719
12.338	5.833	43.285
11.656	3.406	46.079
9.739	0.931	45.913
8.696	1.825	45.395
8.428	3.539	49.705
7.651	7.052	58.735
7.215	6.142	69.786
7.890	5.629	82.329
6.546	5.525	92.577
2.403	3.932	109.600
4.099	3.595	128.731
8.004	1.905	136.521
11.507	3.332	156.945
13.683	2.250	174.456
15.699	1.603	187.116
16.890	1.550	203.833
19.892	43.925	209.183
21.622	42.047	217.405
22.291	8.844	224.765
23.313	10.703	244.085
22.435	10.197	243.455
22.698	8.809	211.542
20.582	6.875	218.169
17.550	5.731	216.250
17.267	5.317	227.610
15.027	3.528	233.500
12.421	4.963	227.696
11.741	4.932	233.302
11.940	3.886	235.069
14.082	4.432	244.322
14.289	3.209	241.181
14.441	2.005	249.383
14.961	2.754	242.836
15.562	5.011	213.779
16.044	6.148	207.180
15.363	5.331	205.661
16.250	6.506	190.282
17.448	6.343	166.093
17.120	3.245	148.460
17.561	3.726	128.692
18.911	3.677	113.733
18.896	3.812	124.322
19.023	5.254	133.571
21.610	5.993	163.492
23.641	4.170	222.388
23.475	41.717	288.020
24.429	41.309	365.690
25.867	3.941	422.623
32.016	3.772	440.850
39.836	40.113	456.961
43.347	41.932	504.723
48.723	8.568	556.578
55.222	8.676	577.092
62.708	8.075	588.931
72.088	10.944	593.919
77.753	10.815	584.323
79.682	8.728	550.116
81.770	8.906	497.042
83.574	9.428	418.179
86.655	10.085	333.454
85.680	13.738	248.990
85.486	15.230	187.025
88.098	13.200	179.791
91.162	12.447	224.998
88.734	12.037	294.903
87.798	11.861	370.438
91.379	9.869	435.860
86.959	6.858	485.082
79.645	42.271	526.242
75.447	41.786	551.410
74.292	5.459	561.888
73.458	8.240	554.412
67.281	53.606	515.029
57.544	54.429	482.098
52.984	9.882	465.364
50.644	10.949	450.174
46.896	9.945	419.165
46.531	8.242	404.195
48.924	8.041	431.014
48.101	9.416	429.917
43.778	8.571	405.603
43.679	5.808	401.361
44.761	5.605	407.863
45.934	5.156	403.165
49.544	4.119	394.999
50.020	2.692	371.007
46.170	4.310	357.134
45.603	4.756	333.762
42.572	6.084	279.444
36.872	7.824	233.917
33.010	9.407	166.587
27.084	41.976	121.997
22.067	40.847	128.218
20.756	5.183	104.239
19.083	1.655	71.159
17.083	3.555	68.048
15.142	7.453	68.832
15.418	10.115	65.047
16.202	9.773	70.151
16.533	39.183	74.352
19.326	37.745	61.872
23.881	9.161	46.593
27.318	11.140	44.397
30.521	11.086	44.976
34.058	11.125	41.311
40.009	13.375	35.563
47.756	12.545	29.905
55.700	8.986	28.355
59.014	6.144	27.035
56.386	5.055	23.205
55.450	4.661	17.457
57.751	5.387	12.875
59.257	5.396	11.603
63.660	8.032	9.015
65.126	8.882	10.461
56.199	9.397	9.771
46.138	8.193	7.775
42.068	7.283	11.459
39.273	7.395	11.418
32.353	7.392	12.350
24.631	6.974	14.033
17.943	7.542	14.237
13.611	7.834	16.331
11.534	6.085	17.105
9.518	4.264	16.033
8.835	4.766	18.307
10.112	5.510	19.598
10.819	4.190	21.889
11.682	3.557	23.875
12.781	4.108	25.449
15.957	4.573	26.608
17.900	3.438	29.533
18.371	2.767	32.303
19.827	1.687	31.007
21.676	4.162	33.893
25.303	10.396	35.615
28.831	17.510	39.319
32.032	25.958	40.552
34.716	33.528	45.495
34.989	44.236	66.064
36.662	69.630	92.390
37.881	106.628	113.278
36.477	152.580	167.511
36.837	201.762	251.548
35.759	238.307	321.024
33.015	285.082	388.712
29.467	332.373	461.576
26.740	352.044	482.761
25.495	351.005	430.414
24.303	329.497	441.501
26.141	318.610	505.061
29.949	349.176	521.479
33.046	383.144	522.706
38.042	410.874	507.206
41.941	424.628	473.085
43.597	419.430	431.467
48.815	422.931	395.088
53.169	417.110	353.703
58.849	397.437	345.152
60.580	400.119	384.392
59.657	407.885	429.142
56.942	412.214	471.477
54.426	424.179	540.367
49.030	438.314	623.487
47.135	477.981	684.034
50.601	487.899	725.404
51.669	485.621	754.795
49.415	491.708	795.314
48.257	352.716	780.640
50.474	392.243	750.786
57.014	563.612	760.211
58.911	483.350	739.597
55.066	384.521	693.880
54.982	414.982	626.967
58.026	455.823	581.318
57.544	315.124	542.007
54.045	257.772	494.087
52.703	326.285	448.981
51.993	327.109	385.602
51.641	270.915	328.719
49.310	236.555	276.961
42.530	208.004	221.863
35.742	176.198	172.430
31.382	144.744	128.564
26.320	135.040	92.745
21.401	127.314	71.783
20.276	114.804	56.640
15.721	107.518	54.170
12.368	96.155	60.585
11.650	85.476	72.371
9.577	88.031	89.888
8.673	94.283	108.389
7.289	101.030	129.426
5.372	115.957	155.578
4.871	132.787	177.660
7.236	155.814	197.330
8.736	165.360	219.180
8.374	176.170	240.220
8.688	189.826	250.778
8.940	206.373	269.633
10.131	222.165	295.091
12.310	237.234	310.437
13.000	247.764	325.889
14.076	232.085	339.557
14.962	220.569	372.560
16.993	199.117	382.843
18.097	169.327	371.033
20.762	154.057	374.105
23.526	169.728	379.745
27.233	242.243	375.160
30.954	335.093	365.405
34.984	295.270	365.718
39.558	177.810	356.486
37.974	197.938	334.450
38.725	309.445	311.429
36.195	324.190	288.318
33.292	287.314	265.631
33.342	286.016	235.105
30.757	298.859	209.554
29.106	315.014	189.914
26.520	316.573	165.314
24.299	312.948	147.860
22.865	307.157	136.371
23.209	291.149	122.995
23.303	273.043	117.210
24.076	246.151	115.086
27.231	227.648	116.726
33.550	217.624	118.910
37.518	198.635	121.882
35.234	183.372	127.129
33.204	181.462	126.648
30.537	158.922	121.573
28.516	133.424	115.393
26.180	133.040	109.418
22.751	120.347	99.071
21.217	113.696	94.514
17.385	116.019	87.535
14.657	130.856	71.414
13.758	128.164	58.134
13.832	91.808	51.108
15.918	81.852	48.613
18.360	88.716	43.882
21.479	83.213	37.673
22.992	75.412	34.219
24.545	83.292	29.109
25.058	81.546	26.061
24.780	68.665	27.314
24.072	62.680	51.236
24.063	66.629	53.970
22.628	52.751	36.283
20.053	32.900	42.237
18.080	29.004	55.727
16.842	30.248	74.517
14.917	28.249	93.996
12.066	21.629	118.147
11.862	17.182	151.413
10.825	16.152	195.891
8.253	12.372	235.123
10.027	6.916	268.702
10.249	5.620	302.048
10.251	20.297	338.536
10.054	23.548	373.980
8.166	22.916	399.051
10.908	23.627	414.261
16.108	21.569	400.894
21.933	17.606	401.758
26.898	14.885	422.730
28.443	11.111	426.616
29.500	8.865	426.552
30.305	12.910	424.831
29.160	21.329	417.793
27.711	17.057	408.861
24.988	11.912	399.521
21.098	77.517	387.326
16.901	50.185	376.352
14.184	56.084	378.346
12.977	40.794	383.922
16.004	21.745	376.271
26.936	41.192	355.493
37.539	41.059	308.970
47.505	24.092	252.271
56.294	38.322	201.814
60.133	26.032	160.254
59.079	14.940	132.992
60.157	16.089	116.270
61.289	16.375	108.968
56.880	13.079	99.120
50.221	12.565	92.284
44.766	12.704	86.219
37.789	11.252	74.653
27.568	9.574	61.884
18.568	7.653	50.150
13.411	9.927	46.174
10.936	10.557	49.165
9.689	8.960	60.496
13.489	9.332	71.519
18.261	8.604	71.131
34.684	7.589	68.374
43.124	9.219	74.897
44.585	14.229	75.377
52.594	22.155	67.463
55.680	23.168	53.733
59.019	22.950	40.958
57.655	20.442	37.844
53.611	14.775	40.073
51.369	12.758	41.363
46.449	11.181	42.392
55.562	10.295	40.740
65.008	4.819	35.494
76.372	3.862	33.222
109.671	3.398	35.450
128.325	4.828	42.128
126.164	6.600	52.273
142.716	7.083	61.074
155.913	7.058	65.149
166.638	11.032	64.378
169.944	10.666	59.184
166.706	3.433	61.814
162.464	4.793	69.500
150.296	6.680	70.431
134.579	14.508	67.569
117.899	16.414	66.329
97.034	7.593	64.770
75.042	1.473	61.019
58.649	1.559	54.636
43.482	5.285	48.011
29.828	14.809	45.496
21.313	27.589	37.467
21.163	36.522	25.993
23.320	43.389	16.534
28.890	46.219	10.835
33.968	40.310	7.030
36.179	35.505	9.539
39.145	42.489	13.514
41.385	59.318	12.031
41.667	77.180	10.496
45.907	88.927	8.166
50.040	106.910	3.926
48.036	121.947	1.174
43.484	129.136	1.247
39.204	136.931	6.245
31.823	131.270	12.044
24.202	133.368	15.672
18.361	132.964	16.928
15.536	126.334	16.262
16.553	121.835	17.359
22.421	114.347	18.940
29.054	107.277	19.711
31.868	90.032	15.923
33.816	80.790	14.269
32.387	77.511	16.642
29.328	69.965	21.124
27.318	71.813	27.945
24.812	83.151	32.514
22.291	84.824	30.975
21.617	81.506	29.794
22.015	74.552	29.026
21.970	59.220	33.754
22.871	46.195	42.531
27.091	44.990	44.879
33.879	47.637	43.619
35.519	50.753	44.049
40.308	85.219	41.694
40.229	85.823	35.846
39.332	45.630	27.827
38.375	43.523	23.245
42.624	39.292	35.394
46.967	30.642	49.835
46.048	24.154	66.005
44.295	21.411	81.972
40.338	19.378	91.441
36.875	17.844	107.062
38.096	9.878	117.160
38.398	5.673	114.077
39.512	11.484	112.855
40.354	18.987	108.205
37.412	23.943	102.716
35.933	20.470	93.192
37.156	17.244	78.022
36.950	17.377	83.509
35.915	11.042	86.351
37.079	8.271	77.568
37.505	8.014	73.713
33.899	3.992	65.706
26.540	5.198	67.594
19.307	9.110	69.583
14.216	9.934	67.060
11.866	10.802	67.517
10.507	10.663	60.249
11.450	10.332	57.371
12.953	5.168	52.590
14.523	1.682	38.250
18.685	0.449	29.184
20.867	0.778	22.736
20.056	4.190	19.050
19.511	4.308	17.209
21.065	4.906	17.804
22.111	6.249	20.581
24.469	6.932	24.901
26.556	5.598	28.839
28.298	4.067	29.668
31.056	3.061	33.994
34.559	3.869	35.753
36.645	4.811	30.524
35.418	4.083	25.382
35.709	2.209	18.657
34.555	2.030	12.182
28.565	2.088	9.133
22.771	4.181	8.597
19.844	8.296	10.639
17.829	8.029	12.758
15.525	7.846	15.564
14.501	4.445	16.570
11.776	3.398	14.355
9.741	1.347	10.381
7.110	2.060	9.529
5.226	1.686	9.447
4.842	4.813	9.448
7.025	6.589	13.177
9.034	6.378	13.029
10.593	8.030	11.828
11.358	7.642	13.248
10.988	5.920	23.212
9.574	7.599	28.862
7.791	7.776	32.679
5.868	4.869	36.712
3.329	1.410	36.113
3.239	6.347	37.482
9.446	7.597	39.629
15.273	32.941	39.518
18.336	29.829	37.024
18.759	20.858	34.739
21.558	26.980	32.536
23.117	62.370	30.995
22.905	73.183	36.072
24.240	91.313	42.417
26.874	131.266	44.210
30.377	176.157	54.998
30.555	218.594	71.624
29.404	232.413	83.766
30.788	242.204	96.396
31.892	287.648	106.406
30.351	257.112	119.823
30.195	232.002	129.852
26.197	252.474	140.774
20.512	240.632	149.417
14.529	216.785	154.814
9.448	189.710	182.219
3.665	177.090	189.426
13.452	157.474	186.129
17.646	141.053	196.476
21.695	122.073	208.954
23.442	121.340	223.553
19.759	123.571	241.260
14.009	120.879	252.650
7.688	130.309	266.736
5.487	155.169	287.623
12.009	180.733	306.780
18.934	203.295	323.975
24.198	229.387	329.835
26.466	251.496	344.868
28.001	280.940	367.336
29.471	319.497	380.107
34.084	361.435	392.066
35.873	385.319	403.251
33.041	406.390	420.897
29.788	424.048	449.045
29.944	427.119	480.276
32.441	445.129	500.440
35.566	428.775	512.305
43.902	396.838	515.859
49.804	409.917	515.198
54.268	388.638	532.477
60.245	333.435	540.478
68.110	297.572	537.544
74.211	255.318	545.161
74.297	248.637	532.220
67.104	221.863	513.622
59.865	167.802	494.245
50.162	166.068	462.182
38.455	132.416	439.226
27.474	65.521	410.439
12.795	36.103	374.349
2.627	50.372	341.648
12.981	88.484	305.267
21.817	126.569	269.734
27.112	158.542	239.608
30.548	185.766	196.306
32.160	208.340	145.374
31.022	232.885	114.205
30.030	246.498	94.159
30.032	277.076	62.949
27.698	284.035	59.152
22.988	245.563	82.106
23.073	222.012	95.048
20.173	198.728	106.626
14.735	169.574	113.492
12.613	136.033	115.816
13.599	97.178	128.187
15.438	62.907	128.088
14.360	36.610	134.155
15.280	10.183	144.330
15.235	20.935	156.303
13.647	32.052	175.596
13.033	44.222	189.461
11.811	56.533	219.733
10.595	56.420	253.079
9.238	65.061	277.588
9.360	78.477	302.293
11.023	105.708	321.907
11.510	120.546	330.174
11.423	115.800	331.343
10.426	134.202	329.979
10.244	153.469	334.911
9.742	170.543	338.259
10.185	193.147	336.792
10.873	219.685	327.774
10.940	265.189	322.013
11.232	283.813	328.691
11.758	302.427	334.258
10.842	317.878	348.463
12.226	316.353	364.915
14.258	301.817	376.003
15.867	306.680	396.122
16.347	298.138	409.922
16.970	286.071	411.231
18.088	297.186	410.070
17.014	290.183	401.152
19.485	282.637	384.897
20.583	265.768	367.919
19.985	228.096	363.135
20.827	213.231	353.453
20.227	181.206	331.412
21.458	137.353	311.529
24.846	107.513	298.891
24.972	67.679	278.956
22.173	34.717	254.622
19.945	28.734	233.442
18.116	43.629	206.402
15.494	56.053	178.546
12.893	68.227	150.878
13.827	72.216	122.686
13.140	69.961	97.721
13.287	66.966	71.208
13.699	67.146	48.381
14.516	65.401	34.078
17.277	64.068	21.369
18.941	64.001	19.998
20.404	92.914	28.623
20.329	97.041	35.101
22.554	64.812	38.634
24.298	59.259	43.813
23.811	58.374	49.629
25.341	54.291	49.582
25.049	49.004	42.968
20.727	41.156	37.267
17.275	33.889	31.930
16.558	29.606	30.986
14.933	24.063	32.225
12.223	17.786	32.423
10.406	15.378	32.233
8.412	16.332	30.282
7.018	17.218	28.030
5.148	21.050	33.323
2.942	21.467	32.660
3.513	22.300	30.543
4.405	21.326	32.798
5.172	19.966	31.717
5.335	20.624	30.636
5.531	21.738	30.036
6.449	22.764	25.315
8.496	22.804	20.069
9.619	22.054	16.570
10.295	22.236	17.549
10.567	22.337	17.972
11.291	21.322	17.366
12.810	19.686	22.913
15.829	20.624	27.686
20.943	24.030	33.745
26.129	36.327	51.375
30.946	54.437	82.591
36.523	75.871	114.919
41.691	102.326	155.876
46.120	142.301	204.634
52.974	185.745	251.321
60.030	225.305	296.527
64.321	270.590	343.780
66.264	310.582	396.277
70.515	343.621	445.590
69.677	374.586	495.068
59.344	400.851	540.643
50.731	435.760	573.850
42.537	453.007	601.032
36.553	436.542	626.031
35.871	441.088	645.358
36.161	443.321	647.630
