Head	RHand	LHand
91.229	44.708	91.352
94.779	48.898	97.628
101.340	60.719	103.809
108.377	67.162	103.901
108.332	66.695	100.171
114.214	60.805	94.030
115.664	51.062	83.078
114.325	51.027	79.103
121.422	58.073	73.645
119.698	59.138	62.325
114.093	49.012	66.333
119.173	35.936	74.976
116.047	37.506	94.161
114.099	76.085	122.255
121.179	87.346	145.048
117.123	76.314	172.832
116.345	89.861	210.185
122.107	101.047	234.199
122.000	119.259	267.193
121.979	139.879	312.184
119.396	150.443	337.786
115.285	165.491	367.441
116.647	184.292	377.613
110.976	197.469	361.491
105.160	188.573	345.895
106.436	157.143	335.336
105.844	136.461	324.760
102.233	115.847	304.914
99.515	81.324	286.256
94.716	60.096	271.625
84.592	64.786	241.592
80.069	83.791	202.855
73.035	91.451	177.497
64.658	91.498	150.971
61.044	106.992	123.282
54.585	120.812	92.421
45.493	115.517	56.860
38.479	105.088	26.988
35.037	101.709	22.546
32.027	95.182	36.219
26.868	100.450	48.069
19.551	105.285	67.148
13.553	101.033	77.057
10.023	79.949	78.361
5.924	64.723	84.922
4.953	49.166	87.959
7.590	42.253	78.420
9.144	22.916	76.614
12.517	16.778	72.654
13.818	13.938	54.011
14.069	9.413	42.203
17.092	5.489	32.784
19.576	4.648	24.949
22.025	3.259	15.325
23.874	5.043	8.999
24.070	7.007	12.471
24.383	9.011	12.195
24.872	9.577	13.931
25.231	7.785	15.502
26.634	6.806	13.878
28.441	5.831	11.622
27.524	12.323	10.187
29.534	14.361	6.738
29.168	14.173	5.313
24.791	14.751	3.698
25.870	14.996	3.302
26.830	15.546	6.357
26.851	15.998	6.267
26.487	12.048	8.787
28.156	10.041	9.966
29.211	9.849	10.965
29.485	9.016	11.300
30.575	10.292	9.122
31.255	9.855	7.612
34.376	9.287	6.353
34.585	6.704	4.320
31.530	4.962	5.358
30.634	3.915	5.286
30.854	1.806	2.860
28.682	3.677	2.234
27.410	4.372	1.094
28.966	6.491	2.859
32.168	9.750	5.255
34.748	8.909	6.858
36.949	9.418	9.050
37.251	11.327	10.043
33.562	12.244	14.535
33.385	11.759	28.875
35.234	12.276	50.078
34.405	15.109	76.992
33.552	19.958	105.336
33.722	27.030	142.016
35.012	34.269	169.348
36.671	49.077	195.136
35.138	69.815	225.439
31.249	66.131	245.212
30.106	84.548	261.237
31.410	117.088	273.437
30.634	115.483	273.505
28.651	116.638	274.273
25.172	110.924	274.387
23.157	94.144	266.221
21.976	80.255	258.989
20.021	65.471	220.663
18.156	53.025	167.191
16.089	39.747	118.276
15.647	29.085	66.559
15.956	28.536	25.556
16.998	30.257	58.459
18.182	32.885	92.410
18.159	26.788	105.759
17.757	22.891	126.346
17.013	20.101	135.424
16.912	16.479	111.768
16.316	13.368	84.951
15.957	12.309	65.343
18.520	14.452	41.800
20.248	14.162	17.281
20.359	18.793	7.540
20.162	22.122	22.577
20.752	24.253	28.902
21.965	26.349	29.926
23.254	25.663	30.316
23.979	28.868	35.175
24.037	31.208	43.853
24.621	30.925	53.130
22.752	34.368	60.676
21.558	35.946	61.920
21.704	41.321	69.874
21.354	47.690	81.344
21.418	51.642	82.283
18.707	54.085	79.838
15.771	59.800	88.306
15.101	71.999	95.030
13.674	107.921	95.458
12.559	105.316	109.999
11.698	70.080	124.648
10.343	69.865	116.105
10.684	64.281	102.514
9.625	49.933	94.310
7.479	35.315	83.369
6.371	26.069	66.098
5.489	20.558	44.447
4.774	20.173	30.187
6.654	23.960	21.595
8.693	25.034	23.934
10.413	26.911	30.591
11.272	25.770	34.715
12.089	22.596	33.626
13.071	18.350	29.748
13.931	13.462	26.714
14.930	8.796	20.903
17.002	7.037	12.598
19.313	5.120	10.231
18.325	4.109	9.658
16.443	4.952	7.472
15.302	3.981	8.693
16.274	1.790	9.453
15.403	4.335	10.826
12.495	6.014	11.228
10.498	8.915	10.416
8.615	9.654	8.783
9.720	8.913	7.762
9.697	9.059	7.389
11.264	8.690	4.234
14.118	6.892	2.448
15.744	6.463	4.079
18.086	4.326	4.173
19.747	4.875	5.171
21.628	5.605	6.617
23.508	6.142	9.453
22.069	6.801	10.373
18.640	7.327	8.696
14.508	7.035	7.413
13.401	5.184	4.192
12.375	2.974	5.510
8.584	2.238	7.310
4.697	6.940	13.444
3.490	6.015	23.131
6.053	6.836	28.893
10.590	13.114	41.789
16.068	25.800	55.521
21.110	39.212	62.284
26.567	52.921	71.338
32.935	59.611	92.965
39.294	62.508	107.984
46.147	70.891	113.807
51.348	73.588	133.644
49.283	68.075	150.382
46.374	59.384	171.266
48.450	49.938	219.531
48.176	46.002	248.367
44.066	43.938	299.760
39.634	79.151	354.534
39.222	83.611	399.976
38.543	55.608	440.155
33.893	57.392	464.741
31.290	60.904	488.207
31.719	75.344	498.922
33.853	96.593	504.374
37.900	106.612	501.056
42.004	143.129	489.778
46.680	200.686	474.508
51.256	217.481	460.104
52.872	155.761	443.115
57.455	141.407	420.816
61.882	177.194	398.571
61.078	150.041	375.572
52.878	136.981	353.660
45.216	110.040	357.857
39.842	81.152	370.303
33.898	51.108	383.391
29.088	19.927	401.950
22.658	24.660	423.518
18.714	37.830	449.908
16.324	38.721	473.193
14.915	51.902	485.384
15.866	111.035	493.511
17.056	180.597	499.362
17.453	253.230	498.616
15.850	329.544	487.982
15.966	382.248	471.733
17.645	408.849	444.147
20.898	422.848	413.746
22.983	451.783	380.266
26.944	444.194	343.269
30.481	404.046	301.118
33.675	380.120	260.457
37.952	347.561	224.796
45.915	309.220	195.357
55.665	229.005	196.625
59.842	195.864	218.975
52.957	276.066	239.607
48.939	269.862	287.241
50.691	185.903	340.231
50.677	147.683	367.087
48.508	137.701	395.293
42.825	128.430	435.942
36.563	123.318	460.999
31.874	123.140	449.867
29.700	115.888	417.220
29.187	123.482	367.555
32.552	139.927	306.614
34.779	181.628	237.742
37.130	208.948	196.729
41.193	232.551	184.007
48.346	282.167	198.673
58.412	304.551	215.430
66.948	322.126	209.433
77.642	350.143	193.743
87.025	348.413	176.455
92.219	340.692	179.739
93.382	348.906	202.099
100.075	336.785	240.124
110.024	325.176	281.199
116.078	267.313	319.933
110.905	261.056	349.320
103.461	292.112	357.277
97.628	256.264	359.945
80.217	233.325	367.242
61.625	222.562	372.359
47.386	197.545	373.437
31.643	160.648	367.534
15.706	125.843	345.431
1.136	86.582	328.162
11.057	48.501	315.971
21.394	18.448	262.508
28.108	23.969	223.788
34.300	52.510	182.999
35.949	77.103	153.780
33.737	40.860	126.856
34.337	48.013	98.087
35.428	122.143	76.008
34.248	194.992	61.682
32.481	133.298	61.144
29.755	95.043	57.688
28.074	202.173	67.289
27.040	208.953	88.253
24.249	179.634	90.005
21.872	181.027	97.640
20.584	182.688	100.833
18.153	187.941	100.377
14.608	201.289	115.993
12.680	202.971	123.929
11.279	207.070	129.081
10.214	214.255	124.089
12.282	217.541	122.359
16.622	212.582	123.275
20.815	207.989	116.906
26.245	189.688	123.944
32.897	177.589	117.559
38.033	156.411	121.006
39.632	129.684	132.628
42.581	120.761	147.756
44.405	107.519	178.390
42.596	101.652	206.670
42.173	116.349	248.361
45.159	135.396	272.473
43.026	153.827	281.665
34.294	163.158	300.546
28.911	160.819	306.272
23.058	160.346	294.423
17.352	161.568	287.552
12.600	150.364	273.591
8.690	131.385	258.775
7.650	109.536	250.363
10.955	79.345	239.014
13.625	68.852	236.308
17.883	71.703	234.017
22.433	90.721	226.735
27.970	124.286	223.225
36.651	159.965	222.820
45.989	192.804	230.447
54.132	223.682	248.340
57.869	259.215	261.870
64.814	288.409	277.987
73.839	288.264	287.961
81.489	290.276	297.640
82.289	285.311	308.404
82.406	286.422	325.453
82.525	291.534	337.680
78.228	283.404	338.225
73.744	290.613	335.836
66.253	282.223	325.574
59.953	241.598	319.146
53.379	226.965	321.454
42.569	237.042	323.084
32.172	231.477	321.754
23.740	231.326	324.723
14.572	228.488	334.382
5.710	235.062	325.581
6.906	253.849	316.975
15.061	251.346	310.175
25.879	254.560	304.622
34.971	268.603	302.369
41.026	266.334	300.973
48.019	277.257	305.390
51.189	268.500	301.222
50.094	247.408	305.566
51.038	248.632	322.431
51.238	252.484	337.770
49.729	262.868	350.188
48.372	271.042	368.140
49.034	285.526	379.762
51.490	309.910	381.689
41.982	333.330	395.698
43.921	366.548	419.887
40.134	381.975	448.601
34.683	389.941	452.353
39.529	367.459	445.003
43.092	316.601	410.328
41.888	277.776	347.747
39.834	229.488	306.084
38.460	187.579	274.320
38.954	144.408	245.545
38.257	120.652	223.190
36.262	108.278	205.440
36.754	91.622	180.038
38.041	83.933	142.433
40.024	78.452	109.828
40.808	70.014	84.957
38.802	69.258	69.823
36.766	70.709	77.094
35.356	73.643	88.395
34.691	71.186	96.890
32.899	52.853	100.472
34.285	30.729	90.069
36.198	20.909	73.884
33.403	26.922	51.946
30.710	28.348	28.462
28.871	24.165	19.156
25.684	18.524	31.338
23.639	10.111	45.735
21.656	5.866	51.840
19.292	12.251	52.204
17.623	16.354	49.170
16.066	15.467	43.631
16.169	12.037	35.948
13.918	7.240	26.286
11.612	3.905	19.501
10.917	8.791	15.881
12.583	13.157	12.443
13.479	16.200	12.312
13.793	20.257	11.944
17.552	19.693	11.443
18.616	17.827	10.763
20.084	16.353	7.834
20.765	13.685	5.879
22.424	10.296	3.768
25.363	8.741	1.414
25.745	8.060	5.812
29.035	7.627	10.944
31.222	6.834	15.816
34.177	6.102	21.115
38.268	9.169	23.257
42.183	10.981	22.760
43.957	14.245	22.541
43.517	19.788	23.272
41.720	24.805	25.786
38.064	30.303	27.878
35.674	37.809	32.416
35.834	45.178	36.821
38.315	52.169	39.241
41.380	55.888	42.021
41.240	56.657	43.490
39.611	51.711	46.482
30.760	43.731	47.648
32.662	31.867	44.054
31.045	21.775	41.509
26.885	14.005	40.206
25.361	8.084	37.356
23.438	5.065	30.338
21.639	6.742	20.201
20.645	13.023	11.320
22.017	15.448	17.033
23.333	13.881	27.418
23.223	13.328	28.495
22.931	13.869	26.777
24.332	9.488	27.903
26.325	6.920	25.535
24.535	10.773	25.722
22.464	9.648	26.121
18.866	7.510	23.324
12.845	6.581	20.224
9.332	2.504	32.103
7.299	4.065	44.403
7.442	9.488	59.709
10.399	16.832	81.928
12.674	22.240	95.834
16.012	22.708	83.173
23.751	24.637	73.248
27.855	17.438	64.881
31.100	8.380	47.134
32.613	3.715	39.523
31.979	1.732	36.205
32.414	2.552	31.959
32.892	3.314	30.240
31.394	2.178	30.480
30.075	2.139	35.585
30.202	6.564	38.951
27.538	13.681	39.961
25.013	16.632	40.373
23.049	15.815	37.022
29.035	15.932	25.656
15.628	16.963	15.725
13.404	16.121	29.278
20.806	14.607	26.632
8.945	12.571	22.748
29.097	8.605	18.413
8.168	6.474	11.578
7.203	9.447	7.766
26.783	11.727	7.088
6.447	12.997	8.083
6.074	14.702	8.510
5.625	16.525	8.287
18.759	18.006	9.577
20.822	17.680	11.980
21.782	17.731	14.849
21.828	17.177	18.768
4.901	14.683	18.865
23.162	12.817	17.689
23.833	11.874	20.177
6.216	10.165	20.550
6.782	6.635	20.226
6.633	7.682	18.537
5.151	6.532	16.329
4.597	5.321	17.513
3.824	4.230	17.872
4.525	5.284	15.671
7.547	5.460	14.261
10.192	5.046	14.984
11.893	5.088	11.709
13.815	3.073	8.005
16.160	3.522	6.364
18.967	6.723	5.154
20.842	6.470	3.077
20.527	6.906	1.950
21.536	8.689	4.224
34.557	7.657	5.436
33.384	7.740	5.699
17.291	6.564	4.826
13.539	4.872	6.075
9.925	4.896	5.579
7.666	8.984	4.555
4.937	13.774	2.122
4.198	14.570	4.307
4.696	10.594	5.745
5.113	4.715	6.638
5.571	5.403	7.998
4.734	6.868	9.215
3.910	6.221	7.605
2.942	5.253	4.137
2.251	3.066	3.264
2.356	2.152	1.767
1.858	5.535	4.610
0.485	5.831	6.350
2.097	5.513	6.523
3.501	6.221	7.285
2.328	5.808	8.425
1.185	5.093	5.726
2.180	4.412	6.095
2.509	7.452	7.848
4.952	7.113	10.050
6.036	6.765	15.745
5.962	8.433	20.417
4.827	10.038	23.719
5.039	9.122	29.033
7.572	7.740	33.045
8.387	9.116	33.264
8.478	9.844	32.244
9.578	10.943	26.802
10.625	14.678	20.865
12.653	16.438	16.817
15.030	18.434	10.270
16.780	15.324	3.473
15.663	10.037	3.273
13.526	10.406	8.288
11.517	9.099	12.676
8.766	6.912	17.933
7.727	7.432	19.013
6.690	11.136	18.560
6.932	11.636	17.056
6.819	12.930	11.883
9.300	12.429	6.295
12.405	10.939	2.732
14.686	7.134	2.928
16.184	2.541	6.049
17.625	2.404	7.185
17.453	8.189	6.257
17.061	6.909	6.530
17.141	4.865	4.493
17.796	4.396	4.806
17.892	12.188	5.726
15.078	17.442	5.900
12.473	21.383	6.815
9.569	23.446	6.060
10.967	22.663	4.610
14.327	18.374	3.654
22.553	13.518	1.013
31.503	12.515	3.253
37.738	13.587	4.238
44.538	11.055	5.720
51.057	8.693	8.870
56.901	11.372	11.256
58.636	17.027	12.848
58.935	21.440	13.577
57.921	21.631	13.328
56.145	21.437	13.564
56.976	23.005	11.929
57.113	22.251	9.639
52.703	18.402	7.592
43.285	17.015	3.205
34.492	15.645	2.090
31.053	12.024	4.927
29.231	8.584	5.610
25.705	9.111	5.304
21.768	9.802	6.531
18.602	10.752	6.770
14.638	7.340	6.186
12.561	7.311	9.237
13.667	8.931	11.206
15.841	7.854	10.427
21.596	7.714	10.038
27.438	5.427	8.518
30.175	5.481	5.950
33.419	7.262	2.238
35.954	7.351	3.654
38.467	7.034	5.111
41.938	7.514	5.150
41.690	8.373	4.609
41.727	7.737	4.991
43.087	5.717	3.762
46.968	4.513	3.203
45.473	3.542	4.756
41.379	3.075	4.051
40.694	3.424	2.881
39.726	2.600	3.506
42.095	2.785	3.054
48.194	2.606	3.247
49.188	3.388	4.389
44.805	2.954	2.885
42.094	3.949	2.893
38.716	3.564	3.138
37.898	1.879	3.117
37.752	1.497	5.364
37.186	1.158	3.535
36.538	0.705	2.067
36.564	2.399	2.898
38.140	2.164	1.952
38.234	3.144	2.469
37.615	3.792	3.287
38.698	3.686	2.978
39.717	2.827	2.472
40.270	1.630	2.527
41.532	1.690	3.630
40.339	4.178	4.553
37.213	4.955	4.654
36.023	4.810	4.913
35.183	6.448	6.448
31.486	6.863	6.814
29.101	6.288	9.209
27.334	6.031	8.132
24.400	5.632	4.422
22.382	7.872	4.012
21.650	6.514	2.907
22.187	5.152	2.781
21.096	4.838	3.245
17.588	6.570	2.278
15.558	6.884	2.829
14.413	7.013	5.558
13.097	6.392	5.478
12.527	3.447	5.225
11.419	2.153	5.710
10.488	0.776	5.129
11.152	4.013	6.160
12.743	3.258	5.331
13.194	1.621	4.282
11.159	1.796	4.754
9.669	1.434	6.188
8.742	1.509	4.559
8.350	2.468	4.524
8.176	3.001	3.012
7.163	2.320	4.155
5.157	2.362	3.277
5.078	1.922	4.215
7.093	2.582	6.762
7.979	2.903	8.333
9.382	1.968	8.142
10.997	2.788	6.629
12.967	0.924	6.419
13.261	1.841	5.566
13.410	3.718	5.363
15.245	5.645	4.981
16.671	5.238	5.063
18.243	5.738	5.174
21.748	6.086	3.023
26.431	5.432	1.579
31.001	4.154	1.921
34.389	4.976	3.213
37.353	9.204	4.741
38.506	14.851	6.537
38.880	17.185	6.591
39.738	18.135	7.352
38.168	17.995	5.843
37.191	17.773	3.720
37.707	15.823	1.851
36.153	11.221	2.428
32.444	9.536	4.852
28.160	10.117	6.837
24.594	9.910	6.349
20.010	13.615	8.983
15.511	15.360	10.694
12.472	16.792	8.629
10.716	18.354	9.293
10.973	16.748	5.876
9.493	11.459	4.893
6.601	9.760	3.536
5.996	13.108	3.449
5.929	19.666	6.484
9.097	24.879	11.115
12.936	32.297	15.378
17.732	41.872	16.758
23.007	51.700	15.904
27.416	62.532	15.640
33.970	65.008	16.498
35.495	63.679	20.539
32.700	64.183	26.493
32.535	70.029	31.229
29.979	82.033	37.271
24.299	85.747	44.780
22.400	87.122	62.680
23.281	97.490	81.993
23.021	112.351	95.983
24.025	122.410	109.959
27.469	128.649	122.101
31.875	157.775	134.684
35.390	232.217	147.537
39.556	234.482	181.157
41.631	176.744	195.857
44.703	173.056	180.388
49.861	165.200	205.318
64.648	182.778	215.710
75.849	217.937	241.267
75.483	254.125	286.399
76.637	295.451	340.469
77.020	337.127	396.742
76.587	381.550	449.675
69.556	431.490	527.207
58.717	470.151	610.442
52.033	502.732	711.000
45.060	544.715	805.476
36.457	565.954	876.623
26.766	578.529	924.861
17.293	591.725	961.205
13.591	600.841	992.375
21.739	605.663	992.917
35.120	597.742	963.685
47.007	589.113	931.369
59.079	572.895	878.869
71.404	559.815	818.678
86.309	540.921	757.259
106.103	491.895	683.247
115.700	441.147	608.334
117.055	392.799	538.712
114.446	340.544	471.530
102.158	288.346	403.008
81.096	226.569	341.709
56.454	179.456	285.492
38.845	131.512	226.260
27.366	98.081	173.615
25.561	80.301	141.313
32.275	59.747	130.102
38.460	21.909	131.547
41.741	35.431	143.612
40.255	44.419	148.517
33.980	69.412	144.527
30.290	66.746	145.092
25.324	87.052	135.307
18.295	65.633	121.824
14.696	66.363	112.965
14.679	61.656	99.797
13.810	57.363	78.823
14.148	50.439	57.640
17.161	43.424	47.049
18.529	42.543	34.082
21.953	40.951	23.175
23.706	39.335	18.834
22.409	38.305	17.431
21.458	35.714	21.246
18.586	33.559	24.526
14.280	30.955	23.605
10.950	29.139	23.613
8.131	26.633	24.864
7.394	28.823	25.132
6.932	30.773	28.968
7.498	36.390	28.404
8.780	43.771	20.296
11.576	50.515	18.143
13.716	70.912	25.965
17.041	90.076	40.163
20.320	107.788	52.457
23.440	125.629	71.531
27.565	147.427	96.990
30.452	204.826	143.393
31.382	204.317	216.849
32.680	180.512	284.317
34.886	173.629	339.119
35.184	175.892	363.723
35.282	175.888	357.974
35.106	137.223	334.657
33.083	119.699	268.193
30.993	145.650	200.907
30.563	151.166	158.606
30.025	102.965	129.488
29.124	86.159	121.527
27.497	90.598	136.410
25.893	91.831	153.454
26.622	83.813	153.417
28.134	87.267	149.364
30.985	104.655	142.962
34.923	117.296	125.802
37.594	133.899	118.083
37.931	159.673	117.824
39.896	186.463	121.565
40.860	213.481	130.291
40.412	250.463	139.472
43.819	256.173	156.690
51.445	260.770	162.889
53.124	283.846	173.491
51.191	297.078	189.034
54.169	285.937	195.205
53.096	278.556	198.885
50.508	283.084	209.019
44.438	275.919	218.005
36.793	266.333	216.620
31.768	256.193	215.969
26.360	261.450	217.797
22.686	271.117	216.881
22.285	270.685	219.302
24.019	268.412	222.043
23.204	268.224	231.508
19.168	272.345	242.415
17.175	270.963	249.277
21.190	279.036	261.543
24.779	308.533	282.509
25.635	329.438	296.911
25.341	333.898	314.782
20.571	356.204	328.775
15.706	313.481	329.044
14.199	327.545	330.781
12.881	382.004	342.703
14.161	387.653	342.384
17.473	404.581	327.756
23.919	399.315	270.899
32.495	388.216	242.009
38.007	374.541	264.257
48.040	422.134	253.598
60.065	444.679	238.108
66.678	396.873	222.934
76.271	373.833	217.617
86.672	404.449	232.079
97.438	449.137	284.325
108.856	482.805	353.299
123.941	495.993	425.554
145.721	472.986	497.013
160.615	478.698	578.736
169.119	512.591	654.013
175.488	507.726	717.322
164.159	485.724	776.328
147.902	500.986	819.911
128.022	495.362	843.314
96.398	483.909	861.757
68.641	481.972	861.338
47.530	463.317	833.392
32.323	412.919	788.927
29.377	355.317	736.391
33.318	300.358	677.106
35.438	255.159	587.631
33.056	211.518	493.278
30.358	179.689	404.312
30.238	150.789	320.436
35.548	126.891	246.238
43.081	105.704	186.169
51.538	90.859	135.315
59.087	85.950	96.070
70.119	75.924	72.302
77.324	60.684	49.934
75.483	62.286	35.135
75.965	58.787	27.015
73.138	43.808	25.676
62.997	36.861	25.066
53.695	37.859	27.784
46.915	38.449	31.333
33.923	37.965	28.968
24.492	39.439	26.811
16.720	41.337	31.425
13.382	44.612	34.201
12.362	45.549	36.827
13.312	38.528	39.117
15.780	33.048	39.591
18.200	33.195	40.110
19.098	32.926	39.743
19.625	35.275	37.575
18.267	38.299	36.484
17.067	37.428	34.385
13.381	36.870	33.622
6.348	34.198	36.864
1.877	32.819	40.086
7.312	35.817	40.305
12.767	35.393	39.010
16.496	33.493	38.712
20.857	30.075	36.893
22.464	27.249	35.219
23.790	27.951	32.446
22.667	25.005	30.033
21.951	22.141	28.857
21.131	21.618	30.077
22.198	22.152	34.662
22.968	18.746	36.987
23.275	13.263	36.306
26.189	10.600	33.872
28.892	12.984	36.010
31.491	17.847	38.897
38.294	24.409	40.111
47.021	31.372	47.892
58.342	42.193	60.279
69.225	53.477	68.227
77.967	59.757	69.786
86.394	75.434	74.977
86.135	93.961	83.449
94.766	97.932	94.629
100.253	109.632	97.366
94.238	125.046	102.641
91.364	124.620	119.440
87.657	132.145	133.478
77.564	141.757	149.079
60.786	143.052	168.973
51.481	146.568	192.390
46.685	146.557	215.754
40.945	141.645	238.132
35.768	144.946	251.394
32.466	145.907	259.779
33.774	140.391	265.708
40.236	141.535	255.868
47.931	134.953	243.094
59.625	126.194	236.681
75.257	120.628	216.860
88.433	111.075	192.306
95.924	106.191	173.350
94.378	102.049	147.896
89.908	99.875	123.674
84.759	102.236	103.635
91.339	103.099	80.837
87.354	103.848	69.202
69.700	111.363	66.816
60.121	119.185	74.512
47.139	118.756	86.796
38.186	123.492	104.384
34.615	119.818	128.368
35.394	117.687	151.066
35.470	121.353	172.112
33.897	123.026	188.413
31.373	123.874	195.718
30.797	118.595	196.211
27.697	123.106	205.696
23.379	124.107	208.643
22.962	124.379	203.822
24.307	124.571	202.641
24.696	129.086	205.431
24.033	125.655	206.710
25.505	124.897	208.274
28.046	127.968	207.859
29.453	123.491	204.600
30.750	121.932	204.878
30.260	119.250	193.610
27.951	116.483	182.162
26.243	111.268	173.832
28.015	113.569	169.083
31.583	112.226	169.999
35.398	112.143	175.527
37.386	120.296	181.371
38.124	129.077	180.728
40.850	137.321	176.077
39.483	147.144	180.160
40.563	156.051	190.168
49.197	160.647	191.321
59.547	162.053	192.691
65.926	158.413	199.077
68.122	146.599	207.060
69.564	138.859	222.034
78.433	135.697	257.354
82.158	131.620	300.238
80.077	143.801	335.631
80.759	173.365	380.596
78.083	209.053	427.209
73.564	265.701	467.826
72.305	319.396	523.730
66.692	372.992	561.823
58.752	433.942	551.267
55.466	495.096	568.810
50.812	552.985	613.697
42.459	599.760	630.464
32.629	649.276	654.987
23.992	687.624	684.251
13.662	708.006	692.797
4.270	720.738	690.860
7.057	705.027	687.058
16.257	705.071	665.719
24.497	678.033	637.493
28.371	564.836	608.717
29.078	514.038	567.750
32.463	503.474	515.095
32.253	442.895	457.900
28.945	365.904	427.906
26.675	317.662	417.321
25.583	287.270	409.722
30.502	244.169	433.684
39.821	224.407	476.467
49.600	235.073	518.174
63.041	274.077	552.592
77.880	331.471	595.407
85.360	391.478	640.017
91.545	428.903	665.735
104.198	429.596	669.089
107.681	481.273	653.794
108.908	539.768	627.702
112.303	543.320	577.561
107.501	537.969	518.319
102.502	521.895	463.055
96.166	485.688	395.661
87.756	429.246	339.681
81.078	375.477	290.670
68.619	341.672	254.224
51.775	302.331	236.150
38.385	272.799	238.410
30.997	260.395	257.111
38.087	252.733	273.960
57.026	244.984	295.453
79.219	226.026	311.386
107.455	218.436	305.825
130.333	232.257	298.945
154.488	223.405	279.898
178.914	181.385	269.529
189.036	149.209	273.710
200.680	119.504	252.366
205.633	116.222	233.776
196.908	132.093	235.497
193.615	138.513	216.004
183.454	154.185	212.302
169.436	166.518	220.871
163.888	169.183	221.053
153.417	180.730	248.930
140.949	195.214	270.344
126.837	190.837	292.762
106.317	174.105	335.095
88.933	141.212	375.092
72.132	114.044	416.902
50.950	88.137	457.899
33.600	84.566	491.307
23.951	110.958	507.610
22.605	159.197	510.595
27.490	203.032	500.817
35.505	233.204	474.410
43.366	270.737	414.031
49.027	286.999	345.848
51.507	305.652	277.480
53.415	302.984	216.320
56.420	261.337	196.276
54.010	301.585	194.763
47.934	374.082	223.135
43.307	380.552	280.001
43.239	372.774	321.160
44.526	371.868	326.189
46.793	345.499	347.155
56.162	290.436	358.600
72.317	222.235	353.183
92.275	207.163	344.860
104.437	193.712	323.927
107.076	138.656	295.722
116.146	122.873	264.363
123.706	86.151	231.163
115.295	72.130	196.374
104.805	70.938	164.409
93.448	67.570	133.535
77.981	66.202	107.610
64.488	54.138	89.618
51.369	64.411	79.433
42.239	54.126	84.576
43.755	38.324	91.686
52.866	45.891	95.480
65.336	43.716	106.486
70.479	50.241	110.444
69.200	73.458	112.727
73.181	83.597	94.760
78.805	78.304	79.761
80.044	93.900	81.208
78.669	84.987	61.344
73.013	99.940	41.449
72.192	145.943	41.476
72.516	159.948	64.654
64.291	170.373	109.523
61.544	174.855	154.622
59.037	213.035	191.406
51.175	192.460	227.912
47.211	163.288	231.152
46.514	174.955	230.885
47.301	150.468	239.901
35.381	138.051	245.950
18.739	132.112	252.632
11.894	140.228	257.981
6.176	169.090	266.679
29.209	197.874	274.889
35.976	223.204	267.946
27.152	238.279	272.827
32.252	244.231	275.080
34.846	225.940	273.296
33.610	196.407	290.505
27.978	176.371	307.607
18.307	88.460	331.170
17.624	77.871	352.441
29.456	144.498	364.191
44.910	124.659	365.465
58.473	135.431	349.022
75.995	165.423	308.615
94.168	176.489	260.907
101.476	185.100	221.866
108.300	190.256	189.449
115.068	179.189	165.987
113.092	168.687	150.965
111.777	168.294	156.049
107.560	174.867	180.647
95.279	194.153	201.418
86.865	211.232	218.115
74.559	236.883	227.644
56.769	194.898	230.832
39.702	251.704	237.652
23.396	296.418	244.417
14.636	313.713	251.064
24.231	367.216	249.819
46.193	285.013	248.318
65.030	279.252	247.491
75.372	310.639	238.726
79.243	293.789	237.523
90.349	322.238	243.693
80.324	299.210	238.939
50.591	235.790	218.581
35.826	194.663	202.748
26.318	194.221	191.773
23.454	193.958	177.970
21.772	155.872	160.600
23.287	154.391	145.136
25.829	142.799	143.242
27.265	143.543	134.270
35.603	156.116	128.177
35.863	162.030	131.742
23.614	174.897	127.900
19.744	189.031	118.038
16.500	198.614	105.030
12.393	216.283	104.763
11.770	232.832	121.531
14.335	244.904	129.238
19.608	254.715	149.608
25.104	259.299	174.213
29.035	276.894	191.883
31.913	293.143	193.555
32.806	302.301	211.890
34.137	323.416	248.865
34.506	342.215	262.683
34.747	349.299	275.816
36.112	355.141	280.818
36.424	367.432	285.375
36.874	382.260	288.803
35.220	395.582	300.271
34.735	403.046	317.479
38.714	410.757	334.377
40.722	424.922	358.817
39.784	439.000	392.887
48.905	459.756	425.022
52.125	505.285	460.133
45.126	524.961	507.087
43.882	523.605	561.856
42.024	554.378	624.841
42.313	618.956	690.748
43.157	657.927	758.422
42.416	658.857	823.468
38.662	588.874	820.636
34.616	435.903	668.844
35.255	308.432	421.772
38.019	190.457	440.895
43.107	85.378	460.686
47.652	145.582	370.261
49.760	184.993	376.356
56.411	194.837	435.081
65.873	179.390	371.534
78.865	145.095	246.392
91.560	107.431	180.444
98.367	81.880	134.919
103.423	77.239	62.932
107.332	93.075	70.192
108.559	118.564	116.545
100.612	128.349	155.623
99.563	114.520	182.962
97.800	93.036	177.610
86.180	68.247	147.519
77.575	55.419	112.538
64.863	49.593	88.948
49.244	51.196	66.267
35.945	56.098	44.354
25.647	50.433	30.146
16.445	35.001	12.041
12.005	16.599	12.153
11.253	12.114	26.205
13.685	29.791	45.789
16.673	53.281	55.312
22.643	93.064	61.657
28.996	139.401	69.245
33.356	172.018	70.731
41.003	182.771	72.449
47.054	180.367	68.755
45.262	176.168	59.061
38.233	167.472	49.164
27.743	154.625	38.607
20.394	139.444	27.802
14.518	122.181	21.113
8.319	114.764	17.570
