P3_hand_rP3whole_dist_traveled	P3_hand_lP3whole_dist_traveled	P3_shoulder_lP3whole_dist_traveled	P3_elbow_rP3whole_dist_traveled	P3_shoulder_rP3whole_dist_traveled	P3_headP3whole_dist_traveled	P3_elbow_lP3whole_dist_traveled
6181.517	2525.231	1043.201	1838.800	1130.969	2654.331	1137.591
6181.725	2526.601	1043.542	1838.800	1131.305	2655.535	1139.020
6181.725	2528.053	1043.888	1838.800	1131.305	2656.037	1140.335
6181.725	2529.386	1044.168	1839.020	1131.573	2656.530	1141.536
6181.725	2530.761	1044.452	1839.020	1131.573	2657.056	1142.877
6181.725	2532.513	1044.747	1839.020	1131.573	2657.654	1143.940
6181.725	2534.076	1045.011	1839.249	1131.869	2658.176	1145.165
6181.725	2535.780	1045.451	1839.249	1131.869	2658.670	1146.307
6181.725	2537.459	1045.695	1839.478	1132.130	2659.141	1147.475
6181.725	2539.393	1045.932	1839.478	1132.130	2659.612	1148.584
6181.725	2541.469	1046.149	1839.718	1132.403	2660.043	1149.779
6181.725	2543.586	1046.149	1839.718	1132.403	2660.548	1150.993
6181.725	2545.854	1046.560	1839.945	1132.675	2661.057	1152.118
6181.725	2548.467	1046.778	1839.945	1132.675	2661.560	1153.410
6181.725	2551.325	1046.778	1839.945	1132.675	2662.014	1154.463
6181.725	2554.445	1047.099	1840.198	1132.675	2662.452	1155.736
6181.725	2557.717	1047.099	1840.198	1132.675	2662.836	1156.877
6181.725	2561.085	1047.400	1840.198	1132.675	2663.226	1157.888
6181.725	2564.473	1047.400	1840.198	1132.675	2663.676	1158.882
6181.725	2567.722	1047.686	1840.198	1132.946	2664.115	1159.806
6181.725	2571.168	1047.686	1840.198	1132.946	2664.572	1160.855
6181.725	2574.720	1047.924	1840.430	1132.946	2664.995	1161.672
6181.725	2578.575	1047.924	1840.430	1133.201	2665.432	1162.408
6181.725	2582.662	1048.139	1840.430	1133.201	2665.809	1163.106
6181.725	2586.941	1048.139	1840.697	1133.201	2666.252	1163.750
6181.725	2591.526	1048.394	1840.697	1133.201	2666.682	1164.312
6181.948	2595.531	1048.394	1840.697	1133.201	2667.130	1164.771
6181.948	2600.727	1048.633	1840.697	1133.201	2667.470	1165.106
6182.154	2606.393	1048.633	1840.931	1133.201	2667.822	1165.411
6182.723	2612.487	1048.868	1840.931	1133.468	2668.131	1165.650
6182.723	2619.076	1048.868	1840.931	1133.468	2668.445	1165.910
6182.723	2626.136	1048.868	1840.931	1133.468	2668.728	1166.189
6183.251	2633.518	1049.155	1840.931	1133.674	2669.026	1166.548
6183.251	2641.024	1049.155	1840.931	1133.674	2669.327	1167.023
6183.251	2648.656	1049.555	1840.931	1133.674	2669.636	1167.572
6183.251	2656.330	1049.940	1840.931	1133.903	2669.947	1168.190
6183.251	2664.065	1050.376	1840.931	1133.903	2670.273	1168.920
6183.251	2671.959	1050.944	1840.931	1133.903	2670.572	1169.613
6183.644	2679.939	1051.531	1840.931	1133.903	2670.823	1170.507
6183.644	2688.030	1052.115	1841.131	1133.903	2671.054	1171.381
6184.037	2695.869	1052.613	1841.131	1134.131	2671.287	1172.316
6184.037	2703.103	1053.149	1841.131	1134.131	2671.502	1173.335
6184.660	2709.785	1053.746	1841.131	1134.131	2671.722	1174.332
6184.921	2716.215	1054.376	1841.131	1134.379	2671.941	1175.442
6184.921	2722.432	1055.076	1841.345	1134.379	2672.224	1176.653
6184.921	2728.460	1055.819	1841.345	1134.589	2672.535	1177.848
6184.921	2734.321	1056.475	1841.345	1134.589	2672.879	1178.968
6184.921	2740.227	1057.116	1841.345	1134.831	2673.282	1180.175
6184.921	2746.175	1057.715	1841.345	1134.831	2673.668	1181.137
6184.921	2752.170	1058.178	1841.559	1135.120	2674.119	1182.143
6184.921	2758.202	1058.493	1841.559	1135.120	2674.625	1183.097
6184.921	2764.070	1058.493	1841.559	1135.426	2675.317	1183.922
6184.921	2769.678	1058.493	1841.559	1135.426	2676.054	1184.520
6184.921	2774.694	1058.727	1841.559	1135.659	2676.773	1185.025
6184.921	2779.046	1059.034	1841.559	1135.659	2677.516	1185.495
6184.921	2781.748	1059.621	1841.559	1135.659	2678.406	1185.991
6185.135	2783.667	1060.399	1841.803	1135.659	2679.290	1187.020
6185.135	2784.729	1061.198	1841.803	1135.659	2680.104	1188.283
6185.135	2785.899	1062.110	1841.803	1135.659	2680.971	1189.872
6185.336	2786.454	1062.891	1841.803	1135.972	2681.845	1191.309
6185.336	2786.745	1063.612	1841.803	1136.216	2682.620	1192.550
6185.336	2787.203	1064.248	1842.040	1136.482	2683.382	1193.691
6185.336	2787.710	1064.805	1842.040	1136.727	2684.016	1194.784
6185.590	2788.404	1065.249	1842.040	1136.941	2684.696	1195.717
6185.590	2789.376	1065.563	1842.040	1136.941	2685.296	1196.712
6185.590	2790.388	1065.563	1842.301	1137.208	2685.749	1197.540
6185.590	2791.139	1065.899	1842.301	1137.208	2686.133	1198.281
6185.590	2791.757	1065.899	1842.301	1137.413	2686.462	1198.814
6185.590	2792.394	1066.114	1842.301	1137.413	2686.758	1199.264
6185.802	2793.100	1066.114	1842.301	1137.413	2686.758	1199.689
6185.802	2793.832	1066.410	1842.301	1137.633	2687.150	1200.142
6185.802	2794.522	1066.410	1842.301	1137.633	2687.150	1200.615
6185.802	2795.256	1066.701	1842.301	1137.633	2687.504	1201.101
6185.802	2795.959	1066.701	1842.301	1137.633	2687.719	1201.539
6186.039	2796.687	1066.943	1842.301	1137.633	2687.921	1201.937
6186.039	2797.215	1066.943	1842.301	1137.836	2687.921	1202.303
6186.039	2797.820	1067.231	1842.301	1137.836	2688.238	1202.629
6186.039	2798.418	1067.231	1842.301	1137.836	2688.506	1202.926
6186.039	2798.938	1067.603	1842.301	1137.836	2688.770	1203.214
6186.039	2799.417	1067.849	1842.527	1137.836	2689.035	1203.525
6186.039	2799.889	1067.849	1842.527	1138.042	2689.253	1203.837
6186.039	2800.337	1068.203	1842.527	1138.042	2689.462	1204.156
6186.039	2800.761	1068.203	1842.527	1138.042	2689.689	1204.484
6186.039	2801.218	1068.490	1842.733	1138.042	2689.913	1204.806
6186.039	2801.741	1068.490	1842.733	1138.330	2689.913	1205.106
6186.255	2802.214	1068.490	1842.733	1138.330	2690.295	1205.356
6186.255	2802.625	1068.702	1842.733	1138.558	2690.295	1205.588
6186.255	2802.990	1068.702	1842.949	1138.558	2690.682	1205.811
6186.255	2803.331	1068.702	1842.949	1138.776	2690.682	1206.044
6186.255	2803.603	1068.702	1842.949	1138.776	2690.960	1206.044
6186.473	2803.867	1068.993	1842.949	1138.776	2690.960	1206.374
6186.473	2804.131	1068.993	1842.949	1139.006	2691.218	1206.374
6186.473	2804.380	1069.227	1842.949	1139.006	2691.218	1206.660
6186.473	2804.591	1069.227	1843.217	1139.006	2691.422	1206.660
6186.680	2804.797	1069.454	1843.217	1139.244	2691.422	1206.874
6186.680	2804.797	1069.454	1843.217	1139.244	2691.655	1206.874
6186.680	2805.215	1069.692	1843.217	1139.244	2691.655	1207.123
6186.909	2805.430	1069.692	1843.435	1139.525	2691.655	1207.123
6186.909	2805.430	1069.893	1843.435	1139.525	2691.933	1207.355
6187.140	2805.722	1069.893	1843.435	1139.525	2691.933	1207.355
6187.140	2805.722	1069.893	1843.435	1139.843	2691.933	1207.603
6187.433	2805.722	1070.137	1843.648	1139.843	2692.210	1207.603
6187.433	2806.022	1070.137	1843.648	1139.843	2692.443	1207.603
6187.780	2806.022	1070.137	1843.648	1140.072	2692.443	1207.804
6187.780	2806.227	1070.137	1843.648	1140.072	2692.443	1207.804
6188.180	2806.227	1070.361	1843.648	1140.072	2692.646	1207.804
6188.429	2806.227	1070.361	1843.854	1140.072	2692.646	1208.008
6188.656	2806.463	1070.361	1843.854	1140.346	2692.646	1208.008
6188.915	2806.463	1070.361	1843.854	1140.346	2692.646	1208.008
6189.172	2806.463	1070.361	1843.854	1140.346	2692.646	1208.250
6189.491	2806.463	1070.361	1843.854	1140.346	2692.646	1208.250
6189.788	2806.463	1070.600	1843.854	1140.565	2692.865	1208.250
6190.069	2806.463	1070.600	1844.078	1140.565	2692.865	1208.250
6190.348	2806.463	1070.600	1844.078	1140.565	2692.865	1208.250
6190.613	2806.463	1070.824	1844.078	1140.565	2692.865	1208.250
6190.886	2806.680	1070.824	1844.078	1140.565	2692.865	1208.250
6191.124	2806.680	1070.824	1844.078	1140.565	2692.865	1208.250
6191.380	2806.680	1070.824	1844.333	1140.782	2692.865	1208.451
6191.591	2806.680	1071.055	1844.333	1140.782	2692.865	1208.451
6191.795	2806.680	1071.055	1844.333	1140.782	2692.865	1208.451
6191.795	2806.680	1071.055	1844.333	1140.782	2693.090	1208.451
6192.094	2806.680	1071.055	1844.541	1140.782	2693.090	1208.451
6192.094	2806.680	1071.055	1844.541	1140.782	2693.090	1208.678
6192.367	2806.680	1071.055	1844.541	1140.782	2693.307	1208.678
6192.367	2806.892	1071.287	1844.541	1140.782	2693.307	1208.678
6192.589	2806.892	1071.287	1844.541	1140.782	2693.307	1208.678
6192.589	2806.892	1071.287	1844.541	1140.782	2693.589	1208.678
6192.858	2807.170	1071.287	1844.541	1140.782	2693.589	1208.678
6192.858	2807.170	1071.287	1844.541	1140.782	2693.810	1208.904
6193.225	2807.170	1071.488	1844.541	1140.782	2694.045	1208.904
6193.427	2807.450	1071.488	1844.541	1140.782	2694.045	1208.904
6193.635	2807.450	1071.488	1844.541	1140.782	2694.045	1208.904
6193.635	2807.450	1071.488	1844.541	1140.782	2694.291	1208.904
6194.006	2807.662	1071.488	1844.541	1140.782	2694.291	1208.904
6194.006	2807.662	1071.488	1844.744	1140.782	2694.291	1208.904
6194.229	2807.662	1071.488	1844.744	1140.991	2694.510	1209.107
6194.229	2807.908	1071.488	1844.744	1140.991	2694.510	1209.107
6194.229	2807.908	1071.488	1844.744	1140.991	2694.510	1209.107
6194.229	2807.908	1071.488	1844.744	1140.991	2694.767	1209.107
6194.229	2808.112	1071.488	1844.744	1140.991	2694.767	1209.107
6194.229	2808.112	1071.488	1844.744	1140.991	2694.977	1209.107
6194.229	2808.112	1071.488	1844.744	1141.209	2694.977	1209.107
6194.229	2808.112	1071.488	1844.744	1141.209	2695.226	1209.107
6194.229	2808.112	1071.488	1844.949	1141.209	2695.226	1209.107
6194.432	2808.112	1071.488	1844.949	1141.209	2695.226	1209.107
6194.432	2808.343	1071.488	1844.949	1141.209	2695.467	1209.107
6194.432	2808.343	1071.689	1844.949	1141.209	2695.467	1209.107
6194.432	2808.343	1071.689	1844.949	1141.209	2695.467	1209.107
6194.432	2808.554	1071.689	1844.949	1141.209	2695.751	1209.107
6194.432	2808.554	1071.689	1844.949	1141.209	2695.751	1209.107
6194.432	2808.903	1071.689	1844.949	1141.420	2695.751	1209.107
6194.432	2809.152	1071.689	1844.949	1141.420	2696.013	1209.309
6194.432	2809.383	1071.689	1844.949	1141.420	2696.013	1209.309
6194.432	2809.604	1071.689	1844.949	1141.420	2696.246	1209.309
6194.432	2809.604	1071.689	1844.949	1141.667	2696.246	1209.309
6194.432	2809.943	1071.689	1844.949	1141.667	2696.246	1209.309
6194.432	2809.943	1071.689	1845.149	1141.667	2696.567	1209.309
6194.432	2810.235	1071.905	1845.149	1141.919	2696.567	1209.511
6194.432	2810.235	1071.905	1845.149	1141.919	2696.823	1209.511
6194.432	2810.528	1071.905	1845.149	1141.919	2696.823	1209.511
6194.432	2810.528	1071.905	1845.149	1142.124	2697.202	1209.511
6194.432	2810.865	1072.138	1845.149	1142.124	2697.479	1209.511
6194.644	2810.865	1072.138	1845.149	1142.124	2697.774	1209.743
6194.644	2811.263	1072.138	1845.149	1142.372	2698.074	1209.743
6194.644	2811.502	1072.138	1845.149	1142.372	2698.545	1209.743
6194.644	2811.768	1072.398	1845.149	1142.584	2699.088	1209.743
6194.644	2812.018	1072.398	1845.149	1142.584	2699.868	1209.743
6194.860	2812.294	1072.611	1845.149	1142.879	2700.738	1209.982
6194.860	2812.556	1072.611	1845.149	1142.879	2701.733	1209.982
6194.860	2812.831	1072.831	1845.392	1143.163	2703.116	1209.982
6194.860	2813.097	1072.831	1845.392	1143.163	2704.593	1210.193
6194.860	2813.347	1073.157	1845.392	1143.487	2706.289	1210.193
6194.860	2813.581	1073.362	1845.392	1143.487	2707.985	1210.435
6194.860	2813.828	1073.628	1845.392	1143.792	2709.882	1210.435
6194.860	2814.055	1073.898	1845.392	1144.019	2711.856	1210.735
6194.860	2814.256	1074.195	1845.645	1144.277	2713.857	1210.735
6194.860	2814.256	1074.482	1845.645	1144.529	2715.953	1211.123
6195.079	2814.611	1074.762	1845.933	1144.774	2718.015	1211.123
6195.079	2814.611	1075.065	1845.933	1145.024	2720.171	1211.445
6195.079	2814.915	1075.337	1846.163	1145.239	2722.360	1211.445
6195.352	2815.116	1075.581	1846.163	1145.239	2724.488	1211.756
6195.352	2815.116	1075.803	1846.394	1145.591	2726.731	1211.756
6195.612	2815.476	1076.005	1846.394	1145.591	2729.722	1212.025
6195.612	2815.476	1076.222	1846.652	1145.921	2731.798	1212.025
6195.923	2815.864	1076.222	1846.652	1145.921	2733.797	1212.253
6195.923	2815.864	1076.580	1846.900	1146.229	2735.633	1212.253
6196.306	2816.229	1076.580	1846.900	1146.433	2737.428	1212.497
6196.530	2816.440	1076.845	1847.172	1146.433	2739.048	1212.497
6196.800	2816.440	1076.845	1847.172	1146.805	2740.607	1212.497
6197.081	2816.753	1077.048	1847.427	1146.805	2741.940	1212.760
6197.374	2816.753	1077.048	1847.427	1147.174	2743.189	1212.760
6197.695	2817.021	1077.048	1847.711	1147.174	2744.370	1212.760
6198.015	2817.335	1077.251	1847.711	1147.452	2745.350	1212.760
6198.334	2817.335	1077.251	1847.953	1147.452	2746.307	1212.760
6198.618	2817.335	1077.251	1847.953	1147.706	2747.114	1212.760
6198.894	2817.549	1077.484	1847.953	1147.706	2747.855	1212.760
6199.143	2817.549	1077.484	1848.286	1147.706	2748.467	1212.760
6199.143	2817.549	1077.713	1848.286	1147.957	2749.102	1212.980
6199.506	2817.549	1077.713	1848.286	1147.957	2749.614	1212.980
6199.506	2817.825	1077.965	1848.506	1147.957	2750.067	1212.980
6199.762	2817.825	1077.965	1848.506	1148.234	2750.445	1213.236
6199.762	2818.113	1078.247	1848.506	1148.234	2750.735	1213.236
6200.085	2818.113	1078.247	1848.506	1148.234	2751.011	1213.236
6200.384	2818.421	1078.247	1848.506	1148.477	2751.011	1213.520
6200.772	2818.421	1078.526	1848.506	1148.477	2751.335	1213.520
6201.335	2818.729	1078.526	1848.506	1148.477	2751.335	1213.520
6202.024	2818.729	1078.526	1848.709	1148.477	2751.567	1213.737
6202.765	2819.030	1078.526	1848.709	1148.477	2751.567	1213.737
6203.538	2819.030	1078.753	1848.709	1148.477	2751.861	1213.737
6204.344	2819.268	1078.753	1848.973	1148.477	2751.861	1213.737
6204.794	2819.268	1078.753	1848.973	1148.702	2752.286	1213.737
6204.794	2819.539	1078.753	1848.973	1148.702	2752.559	1213.737
6204.794	2819.539	1078.989	1848.973	1148.702	2752.839	1213.737
6205.010	2819.810	1078.989	1848.973	1148.702	2753.118	1213.737
6205.010	2820.155	1078.989	1849.225	1148.945	2753.385	1213.946
6205.010	2820.155	1079.251	1849.225	1148.945	2753.644	1213.946
6205.010	2820.155	1079.251	1849.473	1149.147	2753.895	1213.946
6205.227	2820.155	1079.484	1849.473	1149.147	2754.141	1213.946
6205.227	2820.155	1079.484	1849.705	1149.147	2754.408	1213.946
6205.227	2820.155	1079.692	1849.705	1149.374	2754.683	1213.946
6205.227	2820.155	1079.692	1849.705	1149.374	2754.982	1213.946
6205.460	2820.155	1079.897	1849.705	1149.374	2755.292	1213.946
6205.460	2820.155	1079.897	1849.705	1149.374	2755.589	1214.170
6205.460	2820.155	1079.897	1849.940	1149.634	2755.883	1214.170
6205.460	2820.155	1080.139	1849.940	1149.634	2756.202	1214.170
6205.460	2820.404	1080.139	1849.940	1149.634	2756.500	1214.170
6205.460	2820.404	1080.139	1849.940	1149.634	2756.763	1214.170
6205.460	2820.404	1080.139	1849.940	1149.634	2757.040	1214.170
6205.460	2820.404	1080.139	1849.940	1149.634	2757.292	1214.170
6205.460	2820.404	1080.139	1849.940	1149.634	2757.570	1214.170
6205.460	2820.404	1080.344	1849.940	1149.634	2757.866	1214.170
6205.460	2820.636	1080.344	1849.940	1149.634	2758.127	1214.170
6205.460	2820.636	1080.344	1849.940	1149.634	2758.390	1214.170
6205.460	2820.636	1080.344	1849.940	1149.634	2758.688	1214.170
6205.460	2820.636	1080.344	1849.940	1149.634	2758.947	1214.170
6205.460	2820.844	1080.344	1849.940	1149.634	2759.219	1214.170
6205.460	2820.844	1080.344	1849.940	1149.634	2759.491	1214.170
6205.460	2820.844	1080.344	1849.940	1149.634	2759.745	1214.170
6205.460	2820.844	1080.344	1849.940	1149.634	2759.955	1214.170
6205.460	2821.108	1080.549	1849.940	1149.838	2760.160	1214.170
6205.460	2821.108	1080.549	1849.940	1149.838	2760.394	1214.170
6205.460	2821.346	1080.549	1849.940	1149.838	2760.394	1214.170
6205.460	2821.346	1080.549	1849.940	1149.838	2760.699	1214.170
6205.460	2821.599	1080.549	1849.940	1149.838	2760.699	1214.170
6205.460	2821.599	1080.549	1849.940	1149.838	2760.972	1214.170
6205.460	2821.599	1080.549	1849.940	1149.838	2760.972	1214.170
6205.460	2821.837	1080.549	1849.940	1149.838	2761.190	1214.170
6205.460	2821.837	1080.549	1849.940	1150.045	2761.190	1214.170
6205.460	2821.837	1080.776	1849.940	1150.045	2761.190	1214.170
6205.460	2821.837	1080.776	1849.940	1150.045	2761.438	1214.170
6205.460	2821.837	1080.776	1849.940	1150.045	2761.438	1214.170
6205.460	2821.837	1080.776	1849.940	1150.045	2761.438	1214.170
6205.460	2821.837	1081.010	1849.940	1150.045	2761.670	1214.381
6205.460	2822.053	1081.010	1849.940	1150.257	2761.670	1214.381
6205.460	2822.053	1081.010	1849.940	1150.257	2761.670	1214.381
6205.460	2822.053	1081.010	1849.940	1150.257	2761.896	1214.381
6205.460	2822.053	1081.010	1849.940	1150.257	2761.896	1214.611
6205.460	2822.053	1081.221	1849.940	1150.257	2761.896	1214.611
6205.460	2822.053	1081.221	1849.940	1150.257	2762.122	1214.611
6205.460	2822.266	1081.221	1849.940	1150.257	2762.122	1214.611
6205.460	2822.266	1081.221	1849.940	1150.257	2762.122	1214.611
6205.460	2822.266	1081.221	1849.940	1150.458	2762.347	1214.611
6205.460	2822.266	1081.221	1850.171	1150.458	2762.347	1214.611
6205.460	2822.266	1081.221	1850.171	1150.458	2762.610	1214.611
6205.460	2822.513	1081.221	1850.171	1150.458	2762.610	1214.611
6205.460	2822.513	1081.221	1850.171	1150.458	2762.997	1214.611
6205.460	2822.513	1081.221	1850.171	1150.458	2763.277	1214.611
6205.460	2822.513	1081.221	1850.171	1150.458	2763.705	1214.611
6205.460	2822.513	1081.221	1850.171	1150.458	2764.443	1214.611
6205.460	2822.513	1081.221	1850.171	1150.458	2765.373	1214.829
6205.460	2822.513	1081.221	1850.171	1150.458	2766.505	1214.829
6205.460	2822.513	1081.489	1850.171	1150.458	2768.017	1214.829
6205.460	2822.763	1081.489	1850.171	1150.458	2769.750	1214.829
6205.665	2822.763	1081.840	1850.171	1150.458	2771.663	1214.829
6205.665	2822.763	1081.840	1850.171	1150.458	2773.605	1215.050
6205.665	2822.763	1082.202	1850.171	1150.703	2776.009	1215.050
6205.665	2822.763	1082.407	1850.171	1150.703	2778.445	1215.271
6205.894	2822.763	1082.407	1850.394	1151.010	2781.632	1215.271
6205.894	2823.011	1082.806	1850.394	1151.010	2783.943	1215.542
6205.894	2823.011	1083.011	1850.394	1151.308	2786.449	1215.542
6206.132	2823.280	1083.011	1850.631	1151.308	2788.828	1215.847
6206.132	2823.280	1083.355	1850.631	1151.564	2791.150	1215.847
6206.132	2823.280	1083.355	1850.631	1151.564	2793.419	1216.086
6206.132	2823.529	1083.705	1850.921	1151.564	2795.493	1216.086
6206.338	2823.529	1083.705	1850.921	1151.860	2797.336	1216.372
6206.338	2823.529	1084.037	1851.143	1151.860	2799.211	1216.372
6206.338	2823.814	1084.037	1851.143	1151.860	2800.774	1216.700
6206.338	2823.814	1084.360	1851.143	1152.085	2802.399	1216.700
6206.338	2824.055	1084.360	1851.377	1152.085	2803.801	1217.021
6206.338	2824.055	1084.624	1851.377	1152.085	2805.203	1217.021
6206.338	2824.267	1084.624	1851.377	1152.085	2806.290	1217.289
6206.338	2824.267	1084.624	1851.377	1152.346	2807.491	1217.289
6206.338	2824.267	1084.624	1851.377	1152.346	2808.498	1217.289
6206.338	2824.267	1084.624	1851.586	1152.346	2809.359	1217.556
6206.338	2824.267	1084.624	1851.586	1152.346	2810.201	1217.556
6206.338	2824.267	1084.624	1851.586	1152.346	2811.024	1217.556
6206.338	2824.267	1084.624	1851.586	1152.593	2811.718	1217.556
6206.338	2824.494	1084.624	1851.586	1152.593	2812.325	1217.556
6206.338	2824.494	1084.624	1851.586	1152.593	2812.856	1217.789
6206.338	2824.728	1084.624	1851.788	1152.593	2813.364	1217.789
6206.338	2824.728	1084.624	1851.788	1152.821	2813.866	1218.012
6206.338	2824.985	1084.862	1851.788	1152.821	2814.323	1218.012
6206.338	2824.985	1084.862	1851.788	1152.821	2814.780	1218.215
6206.338	2825.238	1084.862	1851.788	1152.821	2815.140	1218.215
6206.338	2825.238	1084.862	1852.000	1152.821	2815.440	1218.215
6206.338	2825.439	1085.104	1852.000	1153.041	2815.737	1218.418
6206.338	2825.439	1085.104	1852.000	1153.041	2816.018	1218.418
6206.338	2825.439	1085.104	1852.000	1153.041	2816.270	1218.418
6206.338	2825.439	1085.309	1852.000	1153.041	2816.546	1218.418
6206.338	2825.439	1085.309	1852.229	1153.265	2816.757	1218.418
6206.566	2825.439	1085.309	1852.229	1153.265	2816.757	1218.418
6206.566	2825.439	1085.511	1852.229	1153.265	2817.153	1218.418
6206.566	2825.439	1085.511	1852.229	1153.265	2817.153	1218.418
6206.566	2825.439	1085.511	1852.229	1153.265	2817.532	1218.418
6206.566	2825.439	1085.726	1852.229	1153.466	2817.532	1218.418
6206.566	2825.439	1085.726	1852.229	1153.466	2817.907	1218.659
6206.566	2825.439	1085.726	1852.229	1153.466	2817.907	1218.659
6206.566	2825.678	1085.934	1852.229	1153.466	2818.255	1218.659
6206.566	2825.678	1085.934	1852.450	1153.466	2818.255	1218.659
6206.566	2825.678	1085.934	1852.450	1153.466	2818.523	1218.659
6206.566	2825.678	1085.934	1852.450	1153.466	2818.523	1218.659
6206.566	2825.678	1085.934	1852.450	1153.677	2818.762	1218.659
6206.566	2825.678	1085.934	1852.450	1153.677	2818.762	1218.659
6206.566	2825.678	1085.934	1852.450	1153.677	2819.032	1218.659
6206.566	2825.678	1085.934	1852.450	1153.677	2819.032	1218.659
6206.566	2825.678	1085.934	1852.450	1153.677	2819.375	1218.659
6206.566	2825.933	1085.934	1852.450	1153.677	2819.587	1218.659
6206.566	2825.933	1085.934	1852.450	1153.677	2819.788	1218.659
6206.566	2825.933	1085.934	1852.450	1153.677	2820.032	1218.659
6206.566	2825.933	1085.934	1852.450	1153.677	2820.247	1218.659
6206.566	2825.933	1085.934	1852.450	1153.677	2820.484	1218.659
6206.566	2826.141	1085.934	1852.450	1153.677	2820.800	1218.659
6206.566	2826.141	1086.167	1852.450	1153.677	2821.220	1218.659
6206.566	2826.141	1086.167	1852.450	1153.677	2821.772	1218.659
6206.566	2826.141	1086.167	1852.450	1153.908	2822.492	1218.659
6206.566	2826.378	1086.167	1852.450	1153.908	2823.319	1218.659
6206.566	2826.378	1086.379	1852.450	1153.908	2824.617	1218.882
6206.837	2826.378	1086.379	1852.696	1154.230	2826.016	1218.882
6206.837	2826.625	1086.379	1852.696	1154.230	2827.887	1218.882
6207.132	2826.625	1086.379	1852.696	1154.555	2829.763	1218.882
6207.132	2826.625	1086.709	1853.027	1154.813	2832.065	1219.122
6207.389	2826.933	1086.915	1853.027	1155.095	2834.576	1219.122
6207.389	2827.152	1087.192	1853.317	1155.416	2837.046	1219.391
6207.664	2827.456	1087.493	1853.580	1155.770	2839.561	1219.593
6207.664	2827.706	1087.857	1853.827	1156.139	2842.132	1219.842
6207.989	2827.943	1088.259	1854.086	1156.519	2844.793	1220.106
6207.989	2828.173	1088.608	1854.372	1156.861	2848.061	1220.407
6208.294	2828.173	1088.968	1854.606	1157.195	2850.720	1220.731
6208.294	2828.481	1089.289	1854.606	1157.441	2853.329	1221.002
6208.562	2828.879	1089.552	1854.938	1157.685	2855.778	1221.250
6208.562	2829.626	1089.815	1854.938	1157.685	2858.178	1221.250
6208.789	2830.245	1089.815	1855.167	1158.031	2860.550	1221.552
6208.789	2830.722	1090.160	1855.167	1158.031	2862.842	1221.552
6209.065	2831.390	1090.160	1855.379	1158.402	2864.864	1221.837
6209.065	2832.119	1090.422	1855.379	1158.662	2866.819	1221.837
6209.364	2832.795	1090.422	1855.678	1158.936	2868.830	1222.180
6209.364	2833.513	1090.813	1855.879	1159.252	2870.450	1222.180
6209.364	2834.118	1091.041	1856.091	1159.591	2872.109	1222.505
6209.654	2834.568	1091.300	1856.336	1159.933	2873.569	1222.505
6209.862	2834.944	1091.623	1856.559	1160.259	2874.996	1222.713
6210.114	2835.285	1091.885	1856.775	1160.652	2876.286	1222.713
6210.433	2835.504	1092.093	1857.006	1161.038	2877.557	1222.917
6210.843	2835.734	1092.093	1857.220	1161.399	2878.764	1222.917
6211.428	2836.029	1092.450	1857.467	1161.699	2879.819	1223.351
6212.012	2836.357	1092.450	1857.467	1161.937	2880.914	1223.648
6212.607	2836.701	1092.784	1857.758	1162.158	2881.913	1223.938
6213.193	2837.168	1092.784	1857.758	1162.158	2882.902	1224.230
6213.429	2837.632	1093.046	1857.981	1162.416	2883.788	1224.515
6213.429	2838.110	1093.046	1857.981	1162.416	2884.772	1224.789
6213.653	2838.717	1093.046	1857.981	1162.416	2885.713	1225.005
6213.653	2839.439	1093.269	1857.981	1162.416	2886.557	1225.207
6213.653	2840.295	1093.269	1857.981	1162.416	2887.460	1225.207
6213.866	2841.195	1093.269	1858.308	1162.700	2888.282	1225.529
6213.866	2842.178	1093.269	1858.308	1162.906	2889.204	1225.529
6214.081	2843.094	1093.593	1858.592	1163.181	2890.026	1225.781
6214.081	2843.939	1093.831	1858.592	1163.447	2890.813	1225.781
6214.354	2844.810	1094.108	1858.937	1163.781	2891.569	1226.129
6214.354	2845.502	1094.463	1858.937	1164.139	2892.308	1226.393
6214.639	2845.939	1094.840	1859.300	1164.472	2893.011	1226.693
6214.639	2846.282	1095.376	1859.300	1164.779	2893.627	1226.978
6214.893	2846.529	1095.862	1859.681	1165.089	2894.231	1227.260
6214.893	2846.771	1096.340	1859.681	1165.396	2894.896	1227.488
6215.140	2846.771	1096.789	1860.014	1165.676	2895.432	1227.488
6215.140	2847.151	1097.309	1860.014	1165.954	2895.943	1227.836
6215.140	2847.151	1097.816	1860.313	1166.192	2896.390	1227.836
6215.390	2847.151	1098.249	1860.313	1166.410	2896.828	1228.078
6215.390	2847.408	1098.586	1860.563	1166.410	2897.245	1228.078
6215.390	2847.408	1098.846	1860.563	1166.753	2897.639	1228.078
6215.390	2847.408	1098.846	1860.801	1166.753	2897.944	1228.321
6215.390	2847.408	1099.214	1860.801	1166.988	2898.199	1228.321
6215.611	2847.408	1099.214	1860.801	1166.988	2898.199	1228.321
6215.611	2847.408	1099.214	1861.007	1166.988	2898.604	1228.321
6215.611	2847.630	1099.429	1861.007	1166.988	2898.604	1228.321
6215.611	2847.630	1099.429	1861.007	1166.988	2898.928	1228.527
6215.611	2847.885	1099.429	1861.007	1166.988	2898.928	1228.527
6215.611	2847.885	1099.730	1861.007	1167.253	2899.261	1228.527
