P2_hands_comp_Distance_X	P2_hands_comp_Distance_Y	P2_hands_comp_Distance_Z
-65.188	156.937	-0.318
-65.213	157.101	-0.367
-65.197	157.210	-0.385
-65.197	157.371	-0.409
-65.244	157.487	-0.395
-65.300	157.599	-0.396
-65.338	157.819	-0.372
-65.450	157.991	-0.240
-65.525	158.152	-0.168
-65.852	158.359	0.119
-66.043	158.713	0.274
-66.149	158.452	0.419
-66.421	158.900	0.427
-66.703	159.261	0.440
-66.943	159.362	0.496
-67.175	159.519	0.548
-67.412	159.709	0.610
-67.597	159.800	0.699
-67.721	159.857	0.763
-67.824	159.993	0.827
-67.856	160.050	0.827
-67.839	160.143	0.723
-67.796	160.312	0.604
-67.666	160.471	0.413
-67.468	160.653	0.219
-67.238	160.736	-0.037
-67.071	161.293	-0.207
-66.724	161.486	-0.614
-66.402	161.578	-0.802
-66.050	161.806	-1.114
-65.742	162.174	-1.459
-65.295	162.440	-1.712
-65.188	163.094	-2.101
-64.856	163.456	-2.200
-64.784	164.458	-2.578
-64.602	164.980	-2.889
-64.619	165.657	-3.072
-64.697	166.313	-3.164
-64.604	166.456	-3.038
-64.642	167.047	-3.173
-64.696	166.979	-3.290
-64.736	167.396	-3.352
-64.693	167.812	-3.442
-64.565	168.189	-3.547
-64.382	168.583	-3.624
-64.208	168.875	-3.738
-63.941	169.017	-3.874
-63.738	169.170	-4.011
-63.607	169.298	-4.104
-63.557	169.399	-4.103
-63.570	169.469	-4.071
-63.721	169.426	-3.947
-63.953	169.403	-3.743
-64.296	169.218	-3.554
-64.699	168.902	-3.231
-65.010	168.421	-2.787
-65.236	167.814	-2.276
-65.485	167.201	-1.859
-65.846	166.832	-1.662
-66.072	166.129	-1.415
-66.125	165.458	-1.295
-66.027	165.400	-1.167
-65.829	164.783	-1.146
-65.452	164.276	-1.408
-65.004	163.829	-1.875
-64.418	163.465	-2.644
-63.731	163.260	-3.599
-63.033	163.278	-4.449
-62.894	163.534	-5.129
-62.787	163.949	-5.260
-62.623	164.210	-5.143
-62.608	164.339	-4.916
-62.620	164.323	-4.581
-62.689	164.311	-4.153
-62.911	164.219	-3.885
-63.276	164.101	-3.820
-63.655	163.911	-3.821
-64.181	163.853	-3.836
-64.586	163.569	-3.523
-65.043	163.123	-3.150
-65.578	162.442	-2.512
-66.291	161.739	-1.726
-67.084	160.900	-0.703
-67.765	159.907	0.174
-68.574	158.849	1.096
-69.476	157.794	2.243
-70.501	156.376	3.333
-71.370	155.885	4.116
-71.881	155.993	4.488
-72.332	156.172	4.458
-72.669	156.330	4.132
-72.726	156.445	3.746
-72.609	156.578	3.362
-72.441	156.777	3.017
-72.308	156.988	2.763
-72.196	157.215	2.582
-72.039	157.389	2.436
-71.787	157.590	2.307
-71.394	157.799	1.991
-70.932	157.970	1.631
-70.316	158.564	1.252
-69.489	158.687	0.742
-68.644	158.764	0.178
-67.703	158.768	-0.339
-66.628	158.600	-1.073
-65.494	158.514	-1.865
-64.343	158.372	-2.841
-63.248	158.088	-3.716
-62.560	158.184	-4.565
-62.373	158.657	-5.182
-62.163	159.079	-5.228
-62.258	159.413	-4.926
-62.536	159.550	-4.377
-63.074	159.641	-3.740
-63.790	159.833	-3.085
-64.583	160.039	-2.381
-65.554	160.028	-1.703
-66.635	159.847	-0.851
-67.626	159.672	-0.027
-68.550	159.311	0.667
-69.386	158.050	1.221
-70.172	157.248	1.892
-70.980	156.215	2.642
-71.683	155.263	3.497
-72.267	154.378	4.190
-72.505	154.244	4.553
-72.684	154.320	4.378
-72.767	154.368	3.963
-72.594	154.387	3.431
-72.262	154.455	3.014
-71.808	154.584	2.741
-71.340	154.737	2.647
-70.837	154.866	2.558
-70.249	154.937	2.508
-69.492	155.567	2.401
-68.569	155.516	2.039
-67.542	155.509	1.495
-66.286	155.622	0.646
-64.933	155.594	-0.455
-63.666	155.583	-1.785
-62.450	155.850	-3.095
-61.787	156.516	-4.050
-61.392	157.273	-4.662
-60.996	157.840	-4.683
-60.772	158.258	-4.510
-60.642	158.504	-4.163
-60.547	158.748	-3.868
-60.617	159.058	-3.744
-60.776	159.463	-3.724
-61.059	159.819	-3.715
-61.382	160.217	-3.746
-61.740	160.516	-3.614
-62.275	160.670	-3.417
-62.988	160.618	-3.061
-63.822	160.292	-2.567
-64.754	159.762	-1.882
-65.765	158.851	-1.055
-66.687	157.174	-0.398
-67.613	155.995	0.630
-68.641	154.587	1.771
-69.422	153.167	3.119
-69.982	152.277	4.096
-70.085	152.344	4.664
-70.266	152.458	4.387
-70.249	152.409	3.634
-69.940	152.150	2.876
-69.488	151.838	2.192
-68.879	151.540	1.758
-68.187	151.819	1.626
-67.443	151.611	1.524
-66.664	151.429	1.361
-65.784	151.077	0.938
-64.967	150.796	0.371
-63.960	150.400	-0.482
-63.005	150.078	-1.414
-62.209	149.864	-2.135
-62.000	149.995	-2.597
-61.885	150.219	-2.550
-61.787	150.406	-2.163
-61.855	150.369	-1.645
-61.850	150.245	-1.043
-61.877	150.103	-0.579
-61.898	149.860	-0.349
-61.944	149.619	-0.336
-62.034	149.449	-0.475
-62.111	149.311	-0.601
-62.171	149.226	-0.668
-62.197	149.095	-0.624
-62.210	148.918	-0.508
-62.207	148.734	-0.383
-62.163	148.598	-0.282
-62.100	148.478	-0.200
-62.051	148.400	-0.199
-61.984	148.364	-0.209
-61.916	148.375	-0.245
-61.870	148.468	-0.264
-61.857	148.589	-0.321
-61.809	148.749	-0.332
-61.852	148.854	-0.353
-61.880	148.927	-0.388
-61.946	149.025	-0.434
-62.046	149.162	-0.509
-62.163	149.251	-0.611
-62.299	149.319	-0.682
-62.507	149.392	-0.766
-62.750	149.533	-0.754
-63.016	149.718	-0.653
-63.386	150.011	-0.459
-63.811	150.114	-0.165
-64.257	150.164	0.194
-64.637	150.285	0.656
-65.023	150.421	1.132
-65.450	150.509	1.538
-65.880	150.605	1.904
-66.289	150.772	2.210
-66.630	150.809	2.387
-66.870	150.887	2.510
-66.985	150.985	2.549
-67.055	151.097	2.469
-67.035	151.210	2.358
-66.967	151.310	2.233
-66.796	151.342	2.097
-66.625	151.352	1.945
-66.409	151.452	1.775
-66.172	151.561	1.574
-65.852	151.602	1.377
-65.506	151.584	1.106
-65.084	151.552	0.815
-64.491	151.552	0.401
-63.773	151.284	-0.021
-63.082	151.117	-0.501
-62.484	150.858	-1.063
-61.859	150.703	-1.671
-61.389	150.558	-2.248
-61.336	150.634	-2.620
-61.337	150.777	-2.596
-61.375	150.820	-2.241
-61.505	150.707	-1.855
-61.658	150.619	-1.494
-61.756	150.430	-1.271
-61.817	150.221	-1.230
-61.878	150.070	-1.287
-61.867	150.132	-1.528
-61.840	150.017	-1.633
-61.800	149.968	-1.777
-61.755	150.014	-1.783
-61.768	150.060	-1.761
-61.732	150.019	-1.740
-61.746	150.035	-1.741
-61.716	150.071	-1.817
-61.718	150.114	-1.875
-61.726	150.120	-1.879
-61.731	150.116	-1.920
-61.776	150.178	-1.907
-61.830	150.257	-1.871
-62.009	150.405	-1.733
-62.275	150.524	-1.530
-62.563	150.604	-1.293
-62.879	150.678	-0.918
-63.207	150.790	-0.544
-63.617	150.833	-0.160
-64.055	150.845	0.197
-64.525	150.872	0.539
-64.896	150.890	0.795
-65.190	150.865	1.017
-65.407	150.876	1.188
-65.583	150.822	1.328
-65.710	150.779	1.459
-65.818	150.691	1.536
-65.870	150.599	1.603
-65.951	150.483	1.689
-65.931	150.339	1.702
-65.917	150.246	1.707
-65.843	150.147	1.712
-65.704	150.043	1.641
-65.480	149.977	1.508
-65.214	149.947	1.370
-64.861	149.821	1.088
-64.281	149.688	0.780
-63.545	149.551	0.397
-62.694	149.348	-0.148
-61.932	149.286	-0.707
-61.452	149.551	-1.315
-61.123	150.061	-1.690
-60.758	150.632	-1.901
-60.583	151.182	-2.090
-60.321	151.639	-2.222
-60.034	152.208	-2.492
-59.805	152.815	-2.789
-59.739	153.360	-2.956
-59.558	154.036	-3.379
-59.328	154.739	-3.816
-59.298	155.409	-3.959
-59.352	156.037	-3.978
-59.549	156.640	-3.840
-59.903	157.177	-3.527
-60.377	157.622	-3.109
-60.995	158.059	-2.587
-61.552	158.516	-2.080
-62.133	158.878	-1.694
-62.648	158.584	-1.296
-63.098	158.814	-0.960
-63.551	159.101	-0.661
-63.878	159.251	-0.556
-64.125	159.292	-0.454
-64.292	159.321	-0.372
-64.404	159.379	-0.347
-64.409	159.436	-0.310
-64.392	159.521	-0.323
-64.340	159.581	-0.351
-64.221	159.666	-0.424
-64.087	159.757	-0.555
-63.888	159.777	-0.659
-63.966	159.912	-0.955
-63.742	159.918	-1.066
-63.520	159.904	-1.180
-63.300	159.929	-1.252
-63.051	159.888	-1.357
-62.825	160.522	-1.375
-62.260	160.363	-1.386
-62.048	160.340	-1.565
-61.823	160.337	-1.756
-61.589	160.332	-1.978
-61.391	160.375	-2.191
-61.188	160.387	-2.373
-61.049	160.467	-2.490
-60.958	160.486	-2.539
-60.895	160.513	-2.531
-60.894	160.484	-2.500
-60.925	160.452	-2.463
-60.959	160.366	-2.397
-60.956	160.316	-2.376
-60.914	160.237	-2.409
-60.815	160.108	-2.576
-60.637	160.030	-2.799
-60.365	159.853	-3.205
-60.019	159.770	-3.633
-59.567	159.620	-4.073
-59.105	159.445	-4.470
-58.846	159.394	-4.702
-58.667	159.279	-4.775
-58.560	159.132	-4.660
-58.477	158.879	-4.508
-58.363	158.677	-4.351
-58.201	158.433	-4.245
-57.990	158.243	-4.331
-57.808	158.070	-4.445
-57.587	157.975	-4.576
-57.438	157.960	-4.701
-57.297	157.972	-4.767
-57.162	158.045	-4.790
-57.155	158.089	-4.745
-57.211	158.183	-4.671
-57.329	158.324	-4.615
-57.563	158.465	-4.434
-57.860	158.529	-4.186
-58.254	158.543	-3.863
-58.749	158.622	-3.459
-59.373	158.530	-3.030
-60.054	158.481	-2.465
-60.766	158.325	-1.909
-61.461	158.180	-1.455
-62.094	157.899	-0.995
-62.905	157.522	-0.392
-63.668	156.908	0.032
-64.123	156.000	0.249
-64.761	155.096	0.869
-65.332	154.219	1.535
-65.873	153.387	2.194
-65.955	153.268	2.599
-65.874	153.547	2.544
-65.777	153.646	1.913
-65.257	153.694	1.093
-64.567	153.713	0.287
-63.833	153.721	-0.315
-63.106	153.752	-0.862
-62.282	153.849	-1.287
-61.527	154.061	-1.584
-61.249	154.452	-1.732
-61.007	154.823	-1.685
-60.778	155.074	-1.620
-60.636	155.312	-1.618
-60.419	155.623	-1.686
-60.135	155.843	-1.866
-59.908	156.059	-2.162
-59.684	156.317	-2.470
-59.509	156.547	-2.752
-59.411	156.800	-2.941
-59.349	157.026	-3.057
-59.393	157.221	-3.056
-59.552	157.386	-2.925
-59.798	157.579	-2.734
-60.145	157.815	-2.528
-60.620	158.078	-2.316
-61.122	158.332	-2.057
-61.573	158.544	-1.801
-61.974	158.791	-1.492
-62.554	159.072	-0.999
-63.009	159.380	-0.760
-63.483	159.669	-0.456
-63.945	160.021	-0.074
-64.343	160.253	0.172
-64.664	160.513	0.370
-64.867	160.761	0.490
-65.012	161.045	0.486
-65.421	161.364	0.229
-65.450	161.653	0.128
-64.929	161.736	0.142
-64.745	161.863	-0.046
-64.462	161.924	-0.271
-63.986	161.808	-0.513
-63.477	161.482	-0.847
-62.914	161.127	-1.193
-62.339	160.747	-1.577
-61.752	160.207	-2.060
-61.226	159.573	-2.584
-60.805	158.998	-2.959
-60.344	158.326	-3.413
-60.485	158.049	-3.377
-60.671	157.818	-2.919
-61.048	157.577	-2.249
-61.482	157.290	-1.550
-61.871	157.002	-0.972
-62.230	156.714	-0.542
-62.577	156.443	-0.261
-62.867	156.221	-0.129
-63.060	156.247	-0.136
-63.240	156.465	-0.202
-63.375	156.717	-0.318
-63.452	157.014	-0.346
-63.545	157.327	-0.313
-63.706	157.578	-0.161
-63.976	157.869	0.079
-64.334	158.204	0.393
-64.701	158.582	0.870
-65.043	158.895	1.292
-65.324	159.199	1.566
-65.493	159.488	1.688
-65.499	159.789	1.639
-65.354	160.151	1.357
-65.168	160.625	0.969
-64.840	161.253	0.394
-64.249	161.746	-0.426
-63.657	162.312	-1.321
-63.086	162.790	-2.241
-62.805	163.274	-2.780
-62.666	163.803	-3.649
-62.163	164.061	-4.112
-61.797	164.250	-4.514
-61.483	164.252	-4.933
-61.373	164.258	-5.319
-61.611	164.431	-5.441
-61.804	164.455	-5.282
-62.187	164.504	-4.931
-62.404	164.362	-4.707
-62.979	164.322	-4.005
-63.147	164.012	-3.843
-63.481	163.820	-3.570
-63.888	163.592	-3.273
-64.322	163.280	-2.965
-64.813	162.950	-2.386
-65.269	162.561	-1.845
-65.660	162.547	-1.464
-65.959	162.916	-1.283
-66.332	163.302	-1.261
-66.621	163.853	-1.243
-66.881	164.442	-1.207
-67.196	164.877	-1.142
-67.454	165.248	-0.919
-67.650	165.604	-0.634
-67.780	166.072	-0.511
-67.759	166.666	-0.609
-67.554	167.395	-0.994
-67.186	168.196	-1.599
-66.693	169.052	-2.345
-66.279	170.020	-2.968
-65.589	170.771	-3.847
-65.183	171.262	-4.259
-64.800	171.554	-4.570
-64.556	171.661	-4.621
-64.429	171.556	-4.525
-64.417	171.365	-4.306
-64.475	171.036	-4.111
-64.527	170.656	-3.959
-64.585	170.263	-3.795
-64.512	169.763	-3.767
-64.345	169.267	-3.862
-64.123	168.875	-4.053
-63.799	168.577	-4.405
-63.498	168.284	-4.646
-63.380	167.951	-4.655
-63.178	167.571	-4.895
-63.237	167.371	-4.777
-63.219	167.112	-4.916
-63.469	167.044	-4.728
-63.679	166.957	-4.474
-64.009	166.823	-4.160
-64.370	166.700	-3.838
-64.609	166.518	-3.579
-64.714	166.351	-3.456
-64.770	166.165	-3.413
-64.752	166.078	-3.395
-64.689	166.054	-3.340
-64.601	165.969	-3.273
-64.551	165.915	-3.201
-64.555	165.884	-3.028
-64.711	165.809	-2.847
-65.014	165.692	-2.517
-65.334	165.580	-2.160
-65.735	165.479	-1.798
-66.181	165.339	-1.483
-66.624	165.195	-1.272
-67.031	165.042	-1.003
-67.407	164.861	-0.740
-67.717	164.686	-0.376
-68.040	164.486	-0.092
-68.334	164.266	0.153
-68.629	164.112	0.430
-68.957	164.098	0.827
-69.330	164.060	1.131
-69.679	164.222	1.452
-69.996	164.465	1.712
-70.302	164.806	2.054
-70.564	164.368	2.137
-70.865	164.836	2.413
-71.132	165.285	2.552
-71.543	165.976	2.837
-71.765	166.472	2.876
-72.243	167.315	3.444
-72.758	168.159	4.142
-73.524	169.150	4.839
-74.212	170.345	6.085
-75.221	171.799	7.789
-76.314	173.449	9.933
-77.389	175.151	12.586
-78.584	176.465	15.499
-80.099	178.105	18.585
-82.000	179.979	21.389
-83.973	181.452	24.033
-85.943	183.409	26.124
-87.903	185.598	28.010
-90.099	188.363	29.223
-91.873	191.795	30.538
-94.083	194.363	29.936
-96.132	197.402	29.295
-98.543	201.149	28.036
-100.401	204.388	26.644
-101.549	206.759	25.277
-102.721	209.283	23.397
-103.275	211.299	21.781
-103.573	213.143	19.728
-103.479	214.498	17.968
-102.658	215.349	16.332
-101.686	216.011	14.756
-100.125	216.352	13.178
-98.255	216.657	11.724
-95.891	216.447	10.142
-93.963	215.461	9.244
-91.388	214.715	8.098
-88.591	213.655	6.964
-85.848	212.382	5.943
-83.025	210.786	4.983
-80.336	208.946	4.232
-77.615	206.783	3.728
-75.162	204.518	2.909
-72.757	202.431	1.919
-71.045	199.696	0.906
-69.165	196.322	0.063
-67.492	192.865	-0.631
-65.692	188.658	-1.413
-64.285	184.010	-2.407
-62.819	179.107	-3.093
-61.393	173.790	-3.796
-60.036	168.299	-4.579
-59.061	162.495	-5.198
-57.919	156.560	-5.995
-57.182	150.871	-7.203
-56.329	144.742	-8.318
-55.431	138.416	-9.386
-54.296	132.111	-10.858
-53.026	125.635	-12.332
-51.169	118.816	-14.057
-50.041	112.405	-15.404
-48.850	106.070	-17.072
-47.204	100.228	-18.759
-45.311	95.121	-20.124
-43.049	89.970	-21.627
-40.914	85.122	-22.408
-40.421	80.142	-22.942
-39.710	77.774	-22.592
-39.557	75.947	-21.808
-38.735	75.073	-21.303
-37.892	74.503	-20.672
-36.982	74.387	-19.750
-36.464	74.480	-18.902
-36.082	74.212	-17.705
-35.499	74.454	-16.175
-34.395	75.139	-13.844
-33.387	75.376	-11.587
-32.276	76.008	-8.878
-31.045	76.337	-6.407
-29.776	76.850	-3.950
-28.691	77.379	-1.380
-27.534	78.324	0.941
-26.617	78.734	3.514
-25.682	79.556	5.788
-24.736	80.299	7.613
-23.860	80.857	9.341
-23.074	81.357	10.850
-22.462	82.008	11.934
-21.869	82.453	12.550
-21.476	82.728	12.992
-21.308	83.003	13.130
-21.245	83.064	12.998
-21.348	82.924	12.781
-21.476	82.664	12.495
-21.625	82.310	12.178
-21.793	81.813	11.859
-21.950	81.074	11.678
-22.166	80.242	11.661
-22.285	79.661	11.529
-22.344	79.196	11.494
-22.280	78.858	11.654
-22.273	78.616	11.746
-22.384	78.445	11.715
-22.591	78.290	11.663
-22.799	78.163	11.441
-23.025	77.959	11.181
-23.280	77.684	11.019
-23.598	77.469	10.873
-23.888	77.226	10.670
-24.100	76.949	10.532
-24.184	76.677	10.403
-24.330	76.372	10.190
-24.432	76.167	9.982
-24.573	76.108	9.892
-24.517	76.179	9.691
-24.450	76.254	9.535
-24.419	76.277	9.332
-24.472	76.238	8.903
-24.722	76.161	8.359
-25.000	76.098	7.699
-25.267	76.099	6.977
-26.026	75.957	6.626
-26.241	75.817	5.646
-26.582	75.728	4.371
-27.106	75.588	3.138
-27.681	75.434	1.834
-28.381	74.674	0.686
-29.006	74.413	-0.264
-29.720	74.172	-1.373
-30.313	73.796	-2.450
-30.965	73.422	-3.212
-31.482	73.317	-4.299
-32.039	73.054	-5.133
-32.996	72.453	-5.867
-33.788	71.863	-6.812
-34.811	70.831	-8.271
-35.843	70.187	-9.100
-36.731	69.467	-10.044
-37.531	68.611	-11.186
-38.513	67.558	-12.133
-39.557	66.531	-13.444
-40.235	65.707	-13.990
-40.638	65.184	-13.853
-40.030	64.963	-12.988
-39.580	65.218	-12.963
-38.864	65.669	-13.135
-39.191	65.749	-12.582
-38.731	66.052	-12.342
-38.737	66.254	-11.915
-38.902	66.830	-11.279
-38.226	67.286	-11.053
-38.001	67.596	-10.838
-37.617	67.773	-10.744
-37.318	67.776	-10.503
-37.009	67.623	-9.890
-36.659	67.633	-9.478
-36.314	67.653	-9.020
-36.039	67.600	-8.649
-35.646	67.701	-8.285
-35.502	67.650	-7.680
-35.455	67.598	-7.093
-35.366	67.651	-6.624
-35.182	67.831	-6.110
-34.955	67.934	-5.613
-34.345	68.387	-5.431
-34.164	68.434	-4.935
-34.075	68.532	-4.443
-33.668	69.025	-3.605
-33.483	69.095	-3.064
-33.254	69.224	-2.577
-33.135	69.306	-2.153
-32.987	69.364	-1.675
-32.929	69.415	-1.473
-33.004	69.439	-1.400
-33.097	69.354	-1.602
-33.539	69.101	-1.561
-33.567	69.087	-1.856
-33.580	69.048	-2.154
-32.904	69.594	-1.800
-32.994	69.519	-1.981
-31.893	70.397	-2.134
-31.982	70.431	-2.327
-33.346	69.530	-2.566
-32.042	70.757	-1.755
-31.984	71.235	-0.452
-32.344	71.631	1.195
-32.283	72.484	3.148
-33.676	71.790	4.417
-33.360	72.555	6.821
-33.219	73.451	9.251
-33.321	74.400	11.721
-33.103	75.354	13.581
-32.764	76.339	15.277
-32.652	77.081	16.500
-32.503	77.842	17.415
-32.420	78.530	18.265
-32.550	79.163	19.250
-32.659	79.869	20.057
-32.820	80.597	21.054
-32.859	81.499	22.164
-33.018	82.243	23.339
-33.140	83.262	24.360
-33.341	84.302	25.254
-33.748	85.185	26.139
-33.889	86.189	26.741
-34.117	87.120	27.174
-34.386	88.034	27.609
-34.770	88.829	27.958
-35.092	89.683	28.187
-35.375	90.464	28.343
-35.754	91.238	28.506
-36.354	92.043	28.553
-36.912	93.481	28.168
-37.466	94.334	27.935
-38.091	95.301	27.527
-38.654	96.314	26.962
-39.227	97.430	26.469
-39.788	98.698	25.934
-40.336	100.090	25.345
-40.915	101.398	24.834
-41.552	102.788	24.202
-41.926	104.208	23.534
-42.388	105.504	22.932
-42.653	106.945	22.240
-42.918	108.394	21.521
-43.056	109.766	20.846
-43.208	111.282	20.082
-43.420	112.489	19.765
-43.200	113.892	19.174
-43.015	115.347	18.612
-42.529	116.752	18.234
-42.002	118.099	17.885
-41.425	119.172	17.626
-40.934	120.154	17.313
-40.298	120.988	16.952
-39.697	121.407	16.660
-39.034	121.586	16.229
-38.458	121.623	15.875
-38.099	121.664	15.609
-37.759	121.722	15.275
-37.569	121.669	15.093
-37.411	121.646	14.955
-37.194	121.579	14.816
-37.151	121.578	14.715
-37.208	121.591	14.600
-37.298	121.643	14.458
-37.413	121.685	14.338
-37.415	121.777	14.119
-37.309	121.949	13.922
-37.163	122.107	13.625
-36.983	122.288	13.380
-36.919	122.375	13.173
-36.775	122.432	13.065
-36.675	122.522	12.945
-36.588	122.521	12.863
-36.501	122.526	12.751
-36.390	122.465	12.647
-36.351	122.373	12.621
-36.391	122.269	12.599
-36.387	121.914	12.710
-36.334	121.523	12.725
-36.403	121.096	12.839
-36.463	120.649	12.842
-36.479	120.210	12.861
-36.451	119.829	12.913
-36.403	119.540	12.915
-36.272	119.299	12.886
-36.151	119.155	12.893
-35.933	119.137	12.886
-35.634	119.123	12.815
-35.413	119.168	12.785
-35.210	119.279	12.772
-34.957	119.405	12.648
-34.752	119.534	12.415
-34.581	119.685	12.130
-34.419	119.818	11.789
-34.263	119.834	11.489
-34.091	119.904	11.153
-33.966	119.989	10.730
-33.843	119.979	10.296
-33.639	119.790	9.889
-33.387	119.469	9.459
-33.106	118.965	9.078
-32.774	118.279	8.650
-32.416	117.144	8.141
-32.468	115.987	7.526
-33.176	114.770	6.668
-33.712	113.498	6.493
-34.404	111.992	6.058
-35.018	110.699	5.593
-35.792	109.846	5.187
-36.226	109.446	4.699
-36.178	109.411	4.075
-35.691	109.663	3.310
-35.034	110.191	2.522
-34.454	110.988	1.646
-33.850	111.783	0.701
-33.305	112.594	-0.132
-32.815	113.943	-0.659
-32.741	114.682	-1.399
-32.729	115.254	-1.839
-32.914	115.798	-2.236
-33.291	116.212	-2.575
-33.794	116.500	-2.787
-34.317	116.729	-2.926
-34.843	116.886	-3.054
-35.538	117.003	-3.256
-36.159	116.910	-3.341
-37.054	116.827	-3.454
-38.061	116.615	-3.412
-39.007	116.517	-3.326
-40.164	116.240	-3.223
-41.391	115.708	-3.063
-42.582	115.544	-2.863
-43.872	115.193	-2.739
-44.910	114.868	-2.596
-45.945	114.466	-2.388
-46.909	114.078	-2.320
-47.615	113.877	-2.230
-48.224	113.715	-2.145
-48.801	113.574	-2.058
-49.405	113.561	-1.870
-49.966	113.630	-1.709
-50.468	113.698	-1.435
-51.027	113.727	-1.262
-51.534	113.737	-1.073
-51.969	113.696	-0.925
-52.284	113.660	-0.783
-52.506	113.640	-0.658
-52.691	113.595	-0.519
-52.747	113.610	-0.451
-52.749	113.586	-0.332
-52.687	113.639	-0.276
-52.554	113.651	-0.262
-52.436	113.673	-0.222
-52.390	113.668	-0.221
-52.411	113.600	-0.199
-52.516	113.473	-0.150
-52.604	113.322	-0.204
-52.721	113.176	-0.183
-52.909	113.020	-0.250
-53.061	112.801	-0.310
-53.165	112.567	-0.474
-53.207	112.348	-0.676
-53.204	112.042	-0.901
-53.166	111.710	-1.121
-53.163	111.484	-1.382
-53.199	111.332	-1.728
-53.127	111.184	-2.096
-52.793	111.079	-2.455
-52.452	111.024	-2.991
-52.151	110.814	-3.519
-52.008	110.641	-3.889
-51.849	110.572	-4.353
-51.718	110.520	-4.843
-51.540	110.677	-5.218
-51.186	110.619	-5.543
-50.940	110.959	-5.937
-50.672	111.323	-6.304
-50.359	111.847	-6.708
-49.965	112.447	-7.122
-49.559	112.932	-7.567
-49.269	113.541	-8.056
-48.870	114.158	-8.566
-48.321	114.954	-9.184
-47.947	115.581	-9.566
-47.543	116.126	-9.985
-47.088	116.622	-10.385
-46.557	117.166	-10.742
-45.959	117.588	-11.090
-45.436	118.063	-11.362
-44.904	118.592	-11.647
-44.258	119.183	-11.859
-43.491	119.617	-11.922
-42.698	120.083	-11.799
-41.991	120.499	-11.603
-41.359	120.895	-11.461
-40.843	121.234	-11.222
-40.434	121.398	-11.155
-40.199	121.433	-11.079
-40.111	121.376	-11.064
-40.102	121.310	-11.077
-40.171	121.123	-11.131
-40.190	120.960	-11.213
-40.209	120.827	-11.357
-40.129	120.573	-11.507
-39.970	120.245	-11.799
-39.835	120.023	-11.978
-39.668	119.781	-12.202
-39.512	119.652	-12.391
-39.337	119.570	-12.626
-39.222	119.508	-12.696
-39.098	119.418	-12.889
-38.976	119.159	-13.052
-38.754	118.905	-13.121
-38.586	118.704	-13.151
-38.317	118.626	-13.118
-37.975	118.576	-13.044
-37.580	118.458	-12.947
-37.248	118.433	-12.852
-36.904	118.382	-12.724
-36.532	118.297	-12.640
-36.253	118.188	-12.571
-36.047	118.123	-12.441
-35.719	118.005	-12.377
-35.371	117.891	-12.390
-35.036	117.862	-12.386
-34.632	117.805	-12.238
-34.139	117.765	-12.103
-33.691	117.709	-11.937
-33.151	117.674	-11.758
-32.715	117.660	-11.622
-32.350	117.676	-11.470
-32.030	117.636	-11.366
-31.858	117.553	-11.260
-31.808	117.455	-11.145
-31.793	117.342	-10.990
-31.665	117.176	-10.823
-31.518	117.108	-10.583
-31.388	117.042	-10.262
-31.265	116.934	-9.947
-31.203	116.970	-9.709
-31.153	116.914	-9.578
-31.146	116.888	-9.439
-31.143	116.917	-9.335
-31.046	116.908	-9.225
-30.993	116.895	-9.096
-30.901	116.878	-8.984
-30.697	116.540	-8.620
-30.555	116.504	-8.456
-30.384	116.444	-8.210
-30.248	116.327	-7.936
-30.161	116.214	-7.595
-30.136	116.044	-7.328
-30.360	115.800	-6.867
-30.433	115.627	-6.706
-30.561	115.515	-6.617
-30.675	115.349	-6.550
-30.650	115.266	-6.431
-30.617	115.232	-6.398
-30.491	115.166	-6.319
-30.354	115.128	-6.253
-30.211	115.043	-6.147
-30.180	114.943	-6.020
-30.184	114.839	-5.886
-30.234	114.698	-5.745
-30.284	114.588	-5.609
-30.336	114.478	-5.559
-30.343	114.404	-5.530
-30.306	114.362	-5.451
-30.189	114.332	-5.371
-29.994	114.379	-5.274
-29.724	114.374	-5.245
-29.406	114.365	-5.261
